"id","person_name","similar_name"
665,"Jonathan G. Blanco","Erik Zhang"
666,"Jonathan G. Blanco","Justin Wu"
667,"Jonathan G. Blanco","Mark Karpelès"
668,"Jonathan G. Blanco","Vinny Lingham"
669,"Jonathan G. Blanco","Edward Moncada"
670,"Jonathan G. Blanco","Jon Karas"
671,"Jonathan G. Blanco","David Marcus"
672,"Jonathan G. Blanco","Barry Silbert"
673,"Kristy-Leigh Minehan","Nick Szabo"
674,"Kristy-Leigh Minehan","Jesus Rodriguez"
675,"Kristy-Leigh Minehan","Elnaz Sarraf"
676,"Kristy-Leigh Minehan","Joe Roets"
677,"Kristy-Leigh Minehan","Justin Sunerok"
678,"Kristy-Leigh Minehan","Jed McCaleb"
679,"Kristy-Leigh Minehan","Paul Claudius"
680,"Kristy-Leigh Minehan","Jack Dorsey"
681,"Kristy-Leigh Minehan","Jameson Lopp"
682,"Kristy-Leigh Minehan","Jack Mallers"
683,"Samantha Yap","Jimmy Song"
684,"Samantha Yap","Nejc Kodrič"
685,"Samantha Yap","Kain Warwick"
686,"Samantha Yap","Moe Vela"
687,"Samantha Yap","Kosala Hemachandra"
688,"Samantha Yap","Gavin Anderson"
689,"Samantha Yap","Brian Fu"
690,"Samantha Yap","Da Hongfei"
691,"Samantha Yap","Adam Back"
692,"Samantha Yap","Richie Lai"
693,"Dave Pulis","Dan Tapiero"
694,"Dave Pulis","Elnaz Sarraf"
695,"Dave Pulis","Anthony Lesoismier Genieux"
696,"Dave Pulis","Zia Word"
697,"Dave Pulis","Vignesh Sundaresan"
698,"Dave Pulis","Robert Beadles"
699,"Dave Pulis","Narek Gevorgyan"
700,"Dave Pulis","Leon Li"
701,"Dave Pulis","Justin Wu"
702,"Dave Pulis","Carlos Domingo"
703,"Kate Mitselmakher","Joe Roets"
704,"Kate Mitselmakher","Dovey Wan"
705,"Kate Mitselmakher","Dawn Song"
706,"Kate Mitselmakher","James Junwoo Kim"
707,"Kate Mitselmakher","Alex Krüger"
708,"Kate Mitselmakher","Burcak Ünsal"
709,"Kate Mitselmakher","Jed McCaleb"
710,"Kate Mitselmakher","George Harrap"
711,"Kate Mitselmakher","James Todaro"
712,"Kate Mitselmakher","Ari Meilich"
713,"Chris Jones","Jack Mallers"
714,"Chris Jones","Jason Yanowitz"
715,"Chris Jones","Grant Blaisdell"
716,"Chris Jones","Sinan Koç"
717,"Chris Jones","Maxi Kuan"
718,"Chris Jones","Viktor Radchenko"
719,"Chris Jones","Richie Lai"
720,"Chris Jones","Eugene Loza"
721,"Chris Jones","Joseph Lubin"
722,"Chris Jones","Ilya Demydonok"
723,"Charles Hoskinson","Ben Lakoff"
724,"Charles Hoskinson","Mati Greenspan"
725,"Charles Hoskinson","Travis Kling"
726,"Charles Hoskinson","Da Hongfei"
727,"Charles Hoskinson","Gajesh Naik"
728,"Charles Hoskinson","Pavel Bains"
729,"Charles Hoskinson","Cyrus Fazel"
730,"Charles Hoskinson","Do Kwon"
731,"Charles Hoskinson","Bill Shihara"
732,"Charles Hoskinson","Michael Moro"
733,"Kory Hoang","Brian Armstrong"
734,"Kory Hoang","Ray Dalio"
735,"Kory Hoang","Anthony Lesoismier Genieux"
736,"Kory Hoang","Joey Krug"
737,"Kory Hoang","Min Kim"
738,"Kory Hoang","Sasha Ivanov"
739,"Kory Hoang","Zia Word"
740,"Kory Hoang","James Todaro"
741,"Kory Hoang","Long Vuong"
742,"Kory Hoang","Nicholas Fett"
743,"Leon Li","Brendan Blumer"
744,"Leon Li","Dan Larimer"
745,"Leon Li","Kwun-Phite Lock"
746,"Leon Li","Eman Pulis"
747,"Leon Li","Michael Saylor"
748,"Leon Li","Ben Delo"
749,"Leon Li","Arthur Cheong"
750,"Leon Li","Dovey Wan"
751,"Leon Li","Amber Baldet"
752,"Leon Li","Meltem Demirors"
753,"Spencer Dinwiddie","Will Harborne"
754,"Spencer Dinwiddie","Sam Kazemian"
755,"Spencer Dinwiddie","Emin Gün Sirer"
756,"Spencer Dinwiddie","Ruben Merre"
757,"Spencer Dinwiddie","Joseph Lubin"
758,"Spencer Dinwiddie","Jed McCaleb"
759,"Spencer Dinwiddie","Craig Wright"
760,"Spencer Dinwiddie","Charlie Shrem"
761,"Spencer Dinwiddie","Mati Greenspan"
762,"Spencer Dinwiddie","Kate Mitselmakher"
763,"Michael Arrington","Anatoly Yakovenko"
764,"Michael Arrington","Kory Hoang"
765,"Michael Arrington","Max Keiser"
766,"Michael Arrington","Alistair Milne"
767,"Michael Arrington","Lawrence Lerner"
768,"Michael Arrington","Ivan Bjelajac"
769,"Michael Arrington","Jason Yanowitz"
770,"Michael Arrington","Ebru Güven"
771,"Michael Arrington","Craig Wright"
772,"Michael Arrington","Steve Ehrlich"
773,"Taylor Monahan","Pat Larsen"
774,"Taylor Monahan","Jake Yocom-Piatt"
775,"Taylor Monahan","Mark Karpelès"
776,"Taylor Monahan","Caitlin Long"
777,"Taylor Monahan","Lynn Liss"
778,"Taylor Monahan","Brock Pierce"
779,"Taylor Monahan","Craig Cobb"
780,"Taylor Monahan","Zia Word"
781,"Taylor Monahan","Justin Sun"
782,"Taylor Monahan","Ralf Gerteis"
783,"Edward Moncada","Erik Voorhees"
784,"Edward Moncada","Cameron Winklevoss"
785,"Edward Moncada","Olaf Carlson-Wee"
786,"Edward Moncada","Ralf Gerteis"
787,"Edward Moncada","Alistair Milne"
788,"Edward Moncada","Alexandre Kech"
789,"Edward Moncada","Rune Christensen"
790,"Edward Moncada","Andrew Yang"
791,"Edward Moncada","Lynn Liss"
792,"Edward Moncada","Abdalla Kablan"
793,"Adam White","On Yavin"
794,"Adam White","Burak Aydın"
795,"Adam White","Sam Trabucco"
796,"Adam White","Jon Karas"
797,"Adam White","Brad Garlinghouse"
798,"Adam White","Philip Salter"
799,"Adam White","Mark Karpelès"
800,"Adam White","Joe Vezzani"
801,"Adam White","Erick Pinos"
802,"Adam White","Joel Edgerton"
803,"Fred Ehrsam","Ryan Selkis"
804,"Fred Ehrsam","Gajesh Naik"
805,"Fred Ehrsam","Joseph Lubin"
806,"Fred Ehrsam","Richie Lai"
807,"Fred Ehrsam","Jared Tate"
808,"Fred Ehrsam","Fred Wilson"
809,"Fred Ehrsam","Kris Vaivods"
810,"Fred Ehrsam","Eman Pulis"
811,"Fred Ehrsam","Camila Russo"
812,"Fred Ehrsam","Dae Yu"
813,"Kosala Hemachandra","Jesse Proudman"
814,"Kosala Hemachandra","Josh Rager"
815,"Kosala Hemachandra","Harry Horsfall"
816,"Kosala Hemachandra","Dave Kleiman"
817,"Kosala Hemachandra","Jeff Garzik"
818,"Kosala Hemachandra","Maxi Kuan"
819,"Kosala Hemachandra","Elon Musk"
820,"Kosala Hemachandra","Farbood Nivi"
821,"Kosala Hemachandra","Justin Sun"
822,"Kosala Hemachandra","Ben Delo"
823,"Michael Novogratz","Julian Kopald"
824,"Michael Novogratz","Tate Berenbaum"
825,"Michael Novogratz","Charlie Shrem"
826,"Michael Novogratz","Eugene Loza"
827,"Michael Novogratz","Anatoly Yakovenko"
828,"Michael Novogratz","Olaf Carlson-Wee"
829,"Michael Novogratz","Ethan Fast"
830,"Michael Novogratz","Akon"
831,"Michael Novogratz","Rahul Sood"
832,"Michael Novogratz","David Marcus"
833,"David Marcus","Kris Vaivods"
834,"David Marcus","Alexandre Kech"
835,"David Marcus","Jonathan G. Blanco"
836,"David Marcus","Ganesh Swami"
837,"David Marcus","Bill Shihara"
838,"David Marcus","Spencer Dinwiddie"
839,"David Marcus","Alex Mashinsky"
840,"David Marcus","Will Warren"
841,"David Marcus","Jason Yanowitz"
842,"David Marcus","Bobby Ong"
843,"Su Zhu","Sasha Ivanov"
844,"Su Zhu","Jared Tate"
845,"Su Zhu","Linda Xie"
846,"Su Zhu","Sergey Nazarov"
847,"Su Zhu","Ebru Güven"
848,"Su Zhu","Sinan Koç"
849,"Su Zhu","George Harrap"
850,"Su Zhu","Jonathan Leong"
851,"Su Zhu","Chieh Liu"
852,"Su Zhu","Nicholas Gregory"
853,"Maxine Ryan","Andrew Yang"
854,"Maxine Ryan","Erik Zhang"
855,"Maxine Ryan","Anthony Lesoismier Genieux"
856,"Maxine Ryan","James Todaro"
857,"Maxine Ryan","Alex Mashinsky"
858,"Maxine Ryan","Lior Yaffe"
859,"Maxine Ryan","Justin Wu"
860,"Maxine Ryan","Pierre Rochard"
861,"Maxine Ryan","Jihan Wu"
862,"Maxine Ryan","Jeff Garzik"
863,"Alex Krüger","Ben Lakoff"
864,"Alex Krüger","Bill Barhydt"
865,"Alex Krüger","Yoni Assia"
866,"Alex Krüger","Da Hongfei"
867,"Alex Krüger","Will Warren"
868,"Alex Krüger","Zia Word"
869,"Alex Krüger","David Sønstebø"
870,"Alex Krüger","Jesse Proudman"
871,"Alex Krüger","Elnaz Sarraf"
872,"Alex Krüger","Robert Beadles"
873,"Ryan Sean Adams","Alex Krüger"
874,"Ryan Sean Adams","Yi He"
875,"Ryan Sean Adams","Jörg Molt"
876,"Ryan Sean Adams","Cyrus Fazel"
877,"Ryan Sean Adams","Charlie Shrem"
878,"Ryan Sean Adams","Dominic Williams"
879,"Ryan Sean Adams","Chris Jones"
880,"Ryan Sean Adams","Moe Vela"
881,"Ryan Sean Adams","Sandeep Nailwal"
882,"Ryan Sean Adams","Samantha Yap"
883,"George Harrap","Maxi Kuan"
884,"George Harrap","Bill Shihara"
885,"George Harrap","Jack Dorsey"
886,"George Harrap","Ebru Güven"
887,"George Harrap","Tuur Demeester"
888,"George Harrap","Samson Mow"
889,"George Harrap","Dan Larimer"
890,"George Harrap","Xiong Yidan"
891,"George Harrap","Jörg Molt"
892,"George Harrap","Richard Heart"
893,"John McAfee","Matt Huang"
894,"John McAfee","Justin Wu"
895,"John McAfee","Dawn Song"
896,"John McAfee","Julian Kopald"
897,"John McAfee","Robert Mao"
898,"John McAfee","Ben Lakoff"
899,"John McAfee","Michael Saylor"
900,"John McAfee","Monica Durga"
901,"John McAfee","Ethan Fast"
902,"John McAfee","David Sønstebø"
903,"Lawrence Lerner","Jean-Louis van der Velde"
904,"Lawrence Lerner","Pat Larsen"
905,"Lawrence Lerner","Long Vuong"
906,"Lawrence Lerner","Adam Back"
907,"Lawrence Lerner","Sam Bankman-Fried"
908,"Lawrence Lerner","Michael Arrington"
909,"Lawrence Lerner","George Harrap"
910,"Lawrence Lerner","Tyler Winklevoss"
911,"Lawrence Lerner","James Todaro"
912,"Lawrence Lerner","Kory Hoang"
913,"Charlie Lee","Jeffrey Wilcke"
914,"Charlie Lee","Robert Beadles"
915,"Charlie Lee","Erik Voorhees"
916,"Charlie Lee","Dae Yu"
917,"Charlie Lee","Vinny Lingham"
918,"Charlie Lee","Ganesh Swami"
919,"Charlie Lee","Kate Mitselmakher"
920,"Charlie Lee","Sasha Ivanov"
921,"Charlie Lee","Charlie Shrem"
922,"Charlie Lee","Anthony Xie"
923,"Vitalik Buterin","Lior Yaffe"
924,"Vitalik Buterin","Bobby Ong"
925,"Vitalik Buterin","Bill Barhydt"
926,"Vitalik Buterin","Tyler Winklevoss"
927,"Vitalik Buterin","Leon Li"
928,"Vitalik Buterin","Bobby Lee"
929,"Vitalik Buterin","Elon Musk"
930,"Vitalik Buterin","Cagla Gul Senkardes"
931,"Vitalik Buterin","Nicholas Gregory"
932,"Vitalik Buterin","Nikolay Storonsky"
933,"Da Hongfei","Carlos Domingo"
934,"Da Hongfei","Ebru Güven"
935,"Da Hongfei","Ryan Selkis"
936,"Da Hongfei","Caitlin Long"
937,"Da Hongfei","Jeremy Allaire"
938,"Da Hongfei","Julian Kopald"
939,"Da Hongfei","Yoni Assia"
940,"Da Hongfei","Cagla Gul Senkardes"
941,"Da Hongfei","Tuur Demeester"
942,"Da Hongfei","Richie Lai"
943,"Travis Kling","Do Kwon"
944,"Travis Kling","Narek Gevorgyan"
945,"Travis Kling","David Sønstebø"
946,"Travis Kling","Will Harborne"
947,"Travis Kling","Jeffrey Wilcke"
948,"Travis Kling","Farbood Nivi"
949,"Travis Kling","Jared Tate"
950,"Travis Kling","Taylor Monahan"
951,"Travis Kling","Xiong Yidan"
952,"Travis Kling","Dan Tapiero"
953,"David Sønstebø","Julien Bouteloup"
954,"David Sønstebø","Baris Ozistek"
955,"David Sønstebø","Emin Gün Sirer"
956,"David Sønstebø","Ari Meilich"
957,"David Sønstebø","Jack Dorsey"
958,"David Sønstebø","Ganesh Swami"
959,"David Sønstebø","Joey Krug"
960,"David Sønstebø","Alexandre Kech"
961,"David Sønstebø","Taylor Monahan"
962,"David Sønstebø","Bobby Lee"
963,"Caitlin Long","Maxi Kuan"
964,"Caitlin Long","Jimmy Song"
965,"Caitlin Long","Ari Meilich"
966,"Caitlin Long","Kain Warwick"
967,"Caitlin Long","Stani Kulechov"
968,"Caitlin Long","Ben Zhou"
969,"Caitlin Long","Yoni Assia"
970,"Caitlin Long","Sam Bankman-Fried"
971,"Caitlin Long","Tuur Demeester"
972,"Caitlin Long","Cal Evans"
973,"Sasha Ivanov","Kris Vaivods"
974,"Sasha Ivanov","Robert Beadles"
975,"Sasha Ivanov","Tony Tran"
976,"Sasha Ivanov","Jesus Rodriguez"
977,"Sasha Ivanov","David Chaum"
978,"Sasha Ivanov","Sam Williams"
979,"Sasha Ivanov","Bill Barhydt"
980,"Sasha Ivanov","Farbood Nivi"
981,"Sasha Ivanov","Pavel Durov"
982,"Sasha Ivanov","Alex Mashinsky"
983,"Joseph Muscat","J. Christopher Giancarlo"
984,"Joseph Muscat","Jay Clayton"
985,"Joseph Muscat","Caitlin Long"
986,"Joseph Muscat","Hester Peirce"
987,"Paolo Ardoino","Lior Yaffe"
988,"Paolo Ardoino","Adam White"
989,"Paolo Ardoino","Dan Held"
990,"Paolo Ardoino","Lennix Lai"
991,"Paolo Ardoino","Micree Zhan"
992,"Paolo Ardoino","Angela Tong"
993,"Paolo Ardoino","Matej Michalko"
994,"Paolo Ardoino","Joseph Poon"
995,"Paolo Ardoino","Steven Becker"
996,"Paolo Ardoino","Pierre Rochard"
997,"Jean-Louis van der Velde","Adam Levy"
998,"Jean-Louis van der Velde","Richie Lai"
999,"Jean-Louis van der Velde","Travis Kling"
1000,"Jean-Louis van der Velde","Vinny Lingham"
1001,"Jean-Louis van der Velde","Jed McCaleb"
1002,"Jean-Louis van der Velde","Jeff Garzik"
1003,"Jean-Louis van der Velde","Will Harborne"
1004,"Jean-Louis van der Velde","Joe Roets"
1005,"Jean-Louis van der Velde","Adam Todd"
1006,"Jean-Louis van der Velde","Raoul Milhado"
1007,"James Todaro","Peter Wood"
1008,"James Todaro","Dan Tapiero"
1009,"James Todaro","Thor Chan"
1010,"James Todaro","Marco Streng"
1011,"James Todaro","Grant Blaisdell"
1012,"James Todaro","Akon"
1013,"James Todaro","Ali Raheman"
1014,"James Todaro","Emile"
1015,"James Todaro","Sergey Nazarov"
1016,"James Todaro","Lior Yaffe"
1017,"Jay Clayton","Joseph Muscat"
1018,"Jay Clayton","Hester Peirce"
1019,"Jay Clayton","J. Christopher Giancarlo"
1020,"Jay Clayton","Caitlin Long"
1021,"Jack Dorsey","Richard Heart"
1022,"Jack Dorsey","David Sønstebø"
1023,"Jack Dorsey","Hudson Jameson"
1024,"Jack Dorsey","Philip Salter"
1025,"Jack Dorsey","Michael Ippolito"
1026,"Jack Dorsey","Jack Lu"
1027,"Jack Dorsey","Abdalla Kablan"
1028,"Jack Dorsey","Alex Krüger"
1029,"Jack Dorsey","Mike Winkelmann (aka “Beeple”)"
1030,"Jack Dorsey","Vitalik Buterin"
1031,"Zooko Wilcox","Sergio Sanchez Ferreros"
1032,"Zooko Wilcox","Eugene Loza"
1033,"Zooko Wilcox","Erik Zhang"
1034,"Zooko Wilcox","Jonathan G. Blanco"
1035,"Zooko Wilcox","Michael Novogratz"
1036,"Zooko Wilcox","Michael Saylor"
1037,"Zooko Wilcox","Bobby Ong"
1038,"Zooko Wilcox","Robert Beadles"
1039,"Zooko Wilcox","Marco Streng"
1040,"Zooko Wilcox","Yi He"
1041,"Dominik Schiener","Brendan Eich"
1042,"Dominik Schiener","Dave Pulis"
1043,"Dominik Schiener","Changpeng Zhao"
1044,"Dominik Schiener","Jeffrey Wilcke"
1045,"Dominik Schiener","James Wo"
1046,"Dominik Schiener","Hudson Jameson"
1047,"Dominik Schiener","Dan Tapiero"
1048,"Dominik Schiener","Michael Ippolito"
1049,"Dominik Schiener","Marco Streng"
1050,"Dominik Schiener","Esteban Ordano"
1051,"Ari Paul","Brock Pierce"
1052,"Ari Paul","W. Scott Stornetta"
1053,"Ari Paul","Alex Krüger"
1054,"Ari Paul","Michael Moro"
1055,"Ari Paul","James Wo"
1056,"Ari Paul","Peter Brandt"
1057,"Ari Paul","Shakil Khan"
1058,"Ari Paul","Cathie Wood"
1059,"Ari Paul","Ray Dalio"
1060,"Ari Paul","Josh Rager"
1061,"Elizabeth Stark","Tony Tran"
1062,"Elizabeth Stark","Calvin Ayre"
1063,"Elizabeth Stark","Arthur Breitman"
1064,"Elizabeth Stark","Max Keiser"
1065,"Elizabeth Stark","Farbood Nivi"
1066,"Elizabeth Stark","Paul Barroso"
1067,"Elizabeth Stark","Sinan Koç"
1068,"Elizabeth Stark","Dave Kleiman"
1069,"Elizabeth Stark","Amber Baldet"
1070,"Elizabeth Stark","Jonathan Leong"
1071,"Marco Streng","Craig Cobb"
1072,"Marco Streng","Michael Moro"
1073,"Marco Streng","Jed McCaleb"
1074,"Marco Streng","Jeffrey Wilcke"
1075,"Marco Streng","Alistair Milne"
1076,"Marco Streng","Jack Mallers"
1077,"Marco Streng","Brian Fu"
1078,"Marco Streng","Leon Li"
1079,"Marco Streng","Julian Kopald"
1080,"Marco Streng","Kathryn Haun"
1081,"Jack Lu","Andre Cronje"
1082,"Jack Lu","Milo McCloud"
1083,"Jack Lu","Do Kwon"
1084,"Jack Lu","Rune Christensen"
1085,"Jack Lu","Ray Dalio"
1086,"Jack Lu","Max Keiser"
1087,"Jack Lu","Justin Sun"
1088,"Jack Lu","Bobby Lee"
1089,"Jack Lu","Vignesh Sundaresan"
1090,"Jack Lu","Dovey Wan"
1091,"Craig Wright","Edward Moncada"
1092,"Craig Wright","Fred Wilson"
1093,"Craig Wright","Sergey Nazarov"
1094,"Craig Wright","Fred Ehrsam"
1095,"Craig Wright","Viktor Radchenko"
1096,"Craig Wright","Joseph Lubin"
1097,"Craig Wright","Alistair Milne"
1098,"Craig Wright","Tony Hollingsworth"
1099,"Craig Wright","Kelly Loeffler"
1100,"Craig Wright","Pavel Bains"
1101,"Chris Larsen","Raoul Pal"
1102,"Chris Larsen","Jed McCaleb"
1103,"Chris Larsen","Olaf Carlson-Wee"
1104,"Chris Larsen","Jeff Garzik"
1105,"Chris Larsen","Bill Barhydt"
1106,"Chris Larsen","Jonathan Leong"
1107,"Chris Larsen","Steve Ehrlich"
1108,"Chris Larsen","Atul Ajoy"
1109,"Chris Larsen","Nejc Kodrič"
1110,"Chris Larsen","Jesus Rodriguez"
1111,"Robert Beadles","Joseph Lubin"
1112,"Robert Beadles","Meltem Demirors"
1113,"Robert Beadles","Ben Zhou"
1114,"Robert Beadles","Nikolay Storonsky"
1115,"Robert Beadles","Amber Baldet"
1116,"Robert Beadles","Cagla Gul Senkardes"
1117,"Robert Beadles","Zia Word"
1118,"Robert Beadles","Ben Lakoff"
1119,"Robert Beadles","Jeff Garzik"
1120,"Robert Beadles","Ebru Güven"
1121,"Alex Mashinsky","Kate Mitselmakher"
1122,"Alex Mashinsky","Alistair Milne"
1123,"Alex Mashinsky","Will Harborne"
1124,"Alex Mashinsky","Jeffrey Wilcke"
1125,"Alex Mashinsky","Peng Zhong"
1126,"Alex Mashinsky","Esteban Ordano"
1127,"Alex Mashinsky","Mike Winkelmann (aka “Beeple”)"
1128,"Alex Mashinsky","Peter Brandt"
1129,"Alex Mashinsky","Antoni Trenchev"
1130,"Alex Mashinsky","Ben Delo"
1131,"Changpeng Zhao","Dominic Williams"
1132,"Changpeng Zhao","Ralf Gerteis"
1133,"Changpeng Zhao","Bobby Ong"
1134,"Changpeng Zhao","Lawrence Lerner"
1135,"Changpeng Zhao","Kwun-Phite Lock"
1136,"Changpeng Zhao","Andrew Fai"
1137,"Changpeng Zhao","Dave Pulis"
1138,"Changpeng Zhao","Julian Kopald"
1139,"Changpeng Zhao","Travis Kling"
1140,"Changpeng Zhao","Arthur Hayes"
1141,"Cal Evans","Narek Gevorgyan"
1142,"Cal Evans","Rosh Singh"
1143,"Cal Evans","Erhan Korhaliller"
1144,"Cal Evans","Huy Nguyen"
1145,"Cal Evans","Vinny Lingham"
1146,"Cal Evans","Will Warren"
1147,"Cal Evans","Farbood Nivi"
1148,"Cal Evans","Zooko Wilcox"
1149,"Cal Evans","George Harrap"
1150,"Cal Evans","Max Keiser"
1151,"Yi He","Emile"
1152,"Yi He","Brock Pierce"
1153,"Yi He","Jesse Powell"
1154,"Yi He","Kory Hoang"
1155,"Yi He","Jason Yanowitz"
1156,"Yi He","Alistair Milne"
1157,"Yi He","Elizabeth Stark"
1158,"Yi He","Esteban Ordano"
1159,"Yi He","Barry Silbert"
1160,"Yi He","Preston Pysh"
1161,"Rune Christensen","Do Kwon"
1162,"Rune Christensen","Mark Karpelès"
1163,"Rune Christensen","Taylor Monahan"
1164,"Rune Christensen","Rahul Sood"
1165,"Rune Christensen","Sandeep Nailwal"
1166,"Rune Christensen","Tom Brady"
1167,"Rune Christensen","Jimmy Song"
1168,"Rune Christensen","Pierre Rochard"
1169,"Rune Christensen","Gregory Klumov"
1170,"Rune Christensen","Joe Roets"
1171,"Steven Becker","Lucas Huang"
1172,"Steven Becker","Sam Trabucco"
1173,"Steven Becker","Alex Atallah"
1174,"Steven Becker","Esteban Ordano"
1175,"Steven Becker","Jon Karas"
1176,"Steven Becker","Adam White"
1177,"Steven Becker","Mark Karpelès"
1178,"Steven Becker","On Yavin"
1179,"Steven Becker","Pavel Bains"
1180,"Steven Becker","Wes Levitt"
1181,"Sam Williams","Ruben Merre"
1182,"Sam Williams","Mark Zuckerberg"
1183,"Sam Williams","Pavel Bains"
1184,"Sam Williams","Amber Baldet"
1185,"Sam Williams","Ethan Vera"
1186,"Sam Williams","Antoni Trenchev"
1187,"Sam Williams","Kris Vaivods"
1188,"Sam Williams","Moe Vela"
1189,"Sam Williams","Michael Arrington"
1190,"Sam Williams","Ben Zhou"
1191,"Arthur Breitman","Cagla Gul Senkardes"
1192,"Arthur Breitman","James Todaro"
1193,"Arthur Breitman","On Yavin"
1194,"Arthur Breitman","Vitalik Buterin"
1195,"Arthur Breitman","Mitch Liu"
1196,"Arthur Breitman","Devin Finzer"
1197,"Arthur Breitman","Jon Karas"
1198,"Arthur Breitman","Michael Saylor"
1199,"Arthur Breitman","Brian Armstrong"
1200,"Arthur Breitman","Alejandro Regojo"
1201,"Kathleen Breitman","Tim Coulter"
1202,"Kathleen Breitman","Erik Voorhees"
1203,"Kathleen Breitman","Arthur Cheong"
1204,"Kathleen Breitman","Alex Krüger"
1205,"Kathleen Breitman","Fred Wilson"
1206,"Kathleen Breitman","Andre Cronje"
1207,"Kathleen Breitman","Tyler Winklevoss"
1208,"Kathleen Breitman","George Harrap"
1209,"Kathleen Breitman","David Chaum"
1210,"Kathleen Breitman","Huy Nguyen"
1211,"Ivan Bjelajac","Peng Zhong"
1212,"Ivan Bjelajac","Kory Hoang"
1213,"Ivan Bjelajac","Jason Yanowitz"
1214,"Ivan Bjelajac","Kyle Samani"
1215,"Ivan Bjelajac","Paul Barroso"
1216,"Ivan Bjelajac","Andrew Yang"
1217,"Ivan Bjelajac","Changpeng Zhao"
1218,"Ivan Bjelajac","Andre Cronje"
1219,"Ivan Bjelajac","Dominic Williams"
1220,"Ivan Bjelajac","Burcak Ünsal"
1221,"Ethan Fast","Dovey Wan"
1222,"Ethan Fast","Adam Back"
1223,"Ethan Fast","Gabriel Anderson"
1224,"Ethan Fast","David Schwartz"
1225,"Ethan Fast","Kwun-Phite Lock"
1226,"Ethan Fast","Dave Pulis"
1227,"Ethan Fast","Mati Greenspan"
1228,"Ethan Fast","Antoni Trenchev"
1229,"Ethan Fast","Derrick Foote"
1230,"Ethan Fast","Dominic Williams"
1231,"Tony Tran","Kris Vaivods"
1232,"Tony Tran","Farbood Nivi"
1233,"Tony Tran","Jeffrey Wilcke"
1234,"Tony Tran","Joseph Lubin"
1235,"Tony Tran","Rune Christensen"
1236,"Tony Tran","Jonathan Leong"
1237,"Tony Tran","Baris Ozistek"
1238,"Tony Tran","Preston Pysh"
1239,"Tony Tran","Charles Hoskinson"
1240,"Tony Tran","Joe Roets"
1241,"Erik Zhang","Alex Mashinsky"
1242,"Erik Zhang","Ivan Bjelajac"
1243,"Erik Zhang","Eugene Loza"
1244,"Erik Zhang","Amber Baldet"
1245,"Erik Zhang","Philip Salter"
1246,"Erik Zhang","Ben Lakoff"
1247,"Erik Zhang","Jonathan Leong"
1248,"Erik Zhang","Jack Dorsey"
1249,"Erik Zhang","Calvin Ayre"
1250,"Erik Zhang","Joe Vezzani"
1251,"Pat Larsen","Alex Batlin"
1252,"Pat Larsen","Steve Ehrlich"
1253,"Pat Larsen","Sam Kazemian"
1254,"Pat Larsen","Loi Luu"
1255,"Pat Larsen","Justin Wu"
1256,"Pat Larsen","Roger Ver"
1257,"Pat Larsen","Caitlin Long"
1258,"Pat Larsen","Cagla Gul Senkardes"
1259,"Pat Larsen","Mitch Liu"
1260,"Pat Larsen","Jesse Proudman"
1261,"Gregory Klumov","Kwun-Phite Lock"
1262,"Gregory Klumov","Moe Vela"
1263,"Gregory Klumov","Cagla Gul Senkardes"
1264,"Gregory Klumov","Maxi Kuan"
1265,"Gregory Klumov","Charlie Lee"
1266,"Gregory Klumov","Ray Dalio"
1267,"Gregory Klumov","Manish Kataria"
1268,"Gregory Klumov","Soravis Srinawakoon"
1269,"Gregory Klumov","Steve Ehrlich"
1270,"Gregory Klumov","Rosh Singh"
1271,"Jörg Molt","Ralf Gerteis"
1272,"Jörg Molt","Samantha Yap"
1273,"Jörg Molt","Dave Pulis"
1274,"Jörg Molt","Huy Nguyen"
1275,"Jörg Molt","Anthony Lesoismier Genieux"
1276,"Jörg Molt","Peter Wood"
1277,"Jörg Molt","Monica Durga"
1278,"Jörg Molt","Yoni Assia"
1279,"Jörg Molt","Vignesh Sundaresan"
1280,"Jörg Molt","Derrick Foote"
1281,"Nejc Kodrič","Elon Musk"
1282,"Nejc Kodrič","Robert Mao"
1283,"Nejc Kodrič","Charlie Lee"
1284,"Nejc Kodrič","Emile"
1285,"Nejc Kodrič","Matt Huang"
1286,"Nejc Kodrič","Mel Gelderman"
1287,"Nejc Kodrič","Josh Rager"
1288,"Nejc Kodrič","Richie Lai"
1289,"Nejc Kodrič","Emin Gün Sirer"
1290,"Nejc Kodrič","James Junwoo Kim"
1291,"Joost Jager","Paolo Ardoino"
1292,"Joost Jager","Jimmy Song"
1293,"Joost Jager","Jake Yocom-Piatt"
1294,"Joost Jager","Marius van der Wijden"
1295,"Joost Jager","Loi Luu"
1296,"Joost Jager","Pierre Rochard"
1297,"Joost Jager","Sergio Sanchez Ferreros"
1298,"Joost Jager","Monica Durga"
1299,"Joost Jager","Udi Wertheimer"
1300,"Joost Jager","Emin Gün Sirer"
1301,"Will Harborne","Pat Larsen"
1302,"Will Harborne","Dominik Schiener"
1303,"Will Harborne","Jared Tate"
1304,"Will Harborne","Harry Horsfall"
1305,"Will Harborne","Edward Moncada"
1306,"Will Harborne","Marco Streng"
1307,"Will Harborne","Tom Brady"
1308,"Will Harborne","Simon Yu"
1309,"Will Harborne","Kyle Samani"
1310,"Will Harborne","Travis Kling"
1311,"Rosh Singh","Kate Mitselmakher"
1312,"Rosh Singh","Do Kwon"
