"id","person_name","similar_name"
1313,"Rosh Singh","Michael Ippolito"
1314,"Rosh Singh","Milo McCloud"
1315,"Rosh Singh","Jane Ma"
1316,"Rosh Singh","Xiong Yidan"
1317,"Rosh Singh","Cyrus Fazel"
1318,"Rosh Singh","Jon Karas"
1319,"Rosh Singh","Dae Yu"
1320,"Rosh Singh","Jack Mallers"
1321,"Kyle Samani","Marco Streng"
1322,"Kyle Samani","Elnaz Sarraf"
1323,"Kyle Samani","Michael Novogratz"
1324,"Kyle Samani","Rahul Sood"
1325,"Kyle Samani","Ali Raheman"
1326,"Kyle Samani","Manish Kataria"
1327,"Kyle Samani","Tom Brady"
1328,"Kyle Samani","James Todaro"
1329,"Kyle Samani","Julian Kopald"
1330,"Kyle Samani","Ethan Fast"
1331,"Narek Gevorgyan","Amber Baldet"
1332,"Narek Gevorgyan","Kwun-Phite Lock"
1333,"Narek Gevorgyan","Andrew Fai"
1334,"Narek Gevorgyan","Steve Ehrlich"
1335,"Narek Gevorgyan","Leon Li"
1336,"Narek Gevorgyan","Joe Roets"
1337,"Narek Gevorgyan","George Harrap"
1338,"Narek Gevorgyan","Alejandro Regojo"
1339,"Narek Gevorgyan","Cyrus Fazel"
1340,"Narek Gevorgyan","Kory Hoang"
1341,"Micree Zhan","Adam White"
1342,"Micree Zhan","Cynthia Huang"
1343,"Micree Zhan","Do Kwon"
1344,"Micree Zhan","Jon Karas"
1345,"Micree Zhan","Shakil Khan"
1346,"Micree Zhan","Pavel Bains"
1347,"Micree Zhan","Dan Held"
1348,"Micree Zhan","Steven Becker"
1349,"Micree Zhan","Paul Barroso"
1350,"Micree Zhan","Ajit Tripathi"
1351,"Sergey Nazarov","Dominic Williams"
1352,"Sergey Nazarov","Max Keiser"
1353,"Sergey Nazarov","Monica Durga"
1354,"Sergey Nazarov","Kory Hoang"
1355,"Sergey Nazarov","Tate Berenbaum"
1356,"Sergey Nazarov","Hudson Jameson"
1357,"Sergey Nazarov","Michael Saylor"
1358,"Sergey Nazarov","Joost Jager"
1359,"Sergey Nazarov","David Sønstebø"
1360,"Sergey Nazarov","Long Vuong"
1361,"Richie Lai","Cyrus Fazel"
1362,"Richie Lai","Barry Silbert"
1363,"Richie Lai","Anthony Lesoismier Genieux"
1364,"Richie Lai","Narek Gevorgyan"
1365,"Richie Lai","Kosala Hemachandra"
1366,"Richie Lai","Zia Word"
1367,"Richie Lai","Will Warren"
1368,"Richie Lai","Spencer Dinwiddie"
1369,"Richie Lai","Ryan Selkis"
1370,"Richie Lai","Derrick Foote"
1371,"Matej Michalko","Mariana Gospodinova"
1372,"Matej Michalko","Jack Mallers"
1373,"Matej Michalko","Lior Yaffe"
1374,"Matej Michalko","Pavel Durov"
1375,"Matej Michalko","Lili Zhao"
1376,"Matej Michalko","Thomas Thornton"
1377,"Matej Michalko","Stani Kulechov"
1378,"Matej Michalko","Joel Edgerton"
1379,"Matej Michalko","Catherine Coley"
1380,"Matej Michalko","Ari Meilich"
1381,"Calvin Ayre","Nicholas Gregory"
1382,"Calvin Ayre","Camila Russo"
1383,"Calvin Ayre","Hudson Jameson"
1384,"Calvin Ayre","Tony Hollingsworth"
1385,"Calvin Ayre","Anthony Xie"
1386,"Calvin Ayre","Dae Yu"
1387,"Calvin Ayre","Baris Ozistek"
1388,"Calvin Ayre","Min Kim"
1389,"Calvin Ayre","Will Harborne"
1390,"Calvin Ayre","Craig Cobb"
1391,"Farbood Nivi","Sam Williams"
1392,"Farbood Nivi","Erhan Korhaliller"
1393,"Farbood Nivi","Chris Jones"
1394,"Farbood Nivi","Chris Larsen"
1395,"Farbood Nivi","Dan Larimer"
1396,"Farbood Nivi","Vitalik Buterin"
1397,"Farbood Nivi","James Wo"
1398,"Farbood Nivi","Peter Wood"
1399,"Farbood Nivi","Kate Mitselmakher"
1400,"Farbood Nivi","Lawrence Lerner"
1401,"Bobby Lee","Kris Vaivods"
1402,"Bobby Lee","Jake Yocom-Piatt"
1403,"Bobby Lee","Pat Larsen"
1404,"Bobby Lee","Craig Wright"
1405,"Bobby Lee","Meltem Demirors"
1406,"Bobby Lee","Dan Tapiero"
1407,"Bobby Lee","Anatoly Yakovenko"
1408,"Bobby Lee","Ben Lakoff"
1409,"Bobby Lee","Esteban Ordano"
1410,"Bobby Lee","Pavel Durov"
1411,"Jeffrey Wilcke","Marco Streng"
1412,"Jeffrey Wilcke","Alex Krüger"
1413,"Jeffrey Wilcke","Ivan Bjelajac"
1414,"Jeffrey Wilcke","Fred Ehrsam"
1415,"Jeffrey Wilcke","Lawrence Lerner"
1416,"Jeffrey Wilcke","Maxi Kuan"
1417,"Jeffrey Wilcke","Ryan Sean Adams"
1418,"Jeffrey Wilcke","Mark Mueller-Eberstein"
1419,"Jeffrey Wilcke","Burcak Ünsal"
1420,"Jeffrey Wilcke","Philip Salter"
1421,"Anthony Di lorio","Joe Roets"
1422,"Anthony Di lorio","Chris Jones"
1423,"Anthony Di lorio","Gavin Wood"
1424,"Anthony Di lorio","Jeremy Allaire"
1425,"Anthony Di lorio","Jared Tate"
1426,"Anthony Di lorio","Will Warren"
1427,"Anthony Di lorio","Spencer Dinwiddie"
1428,"Anthony Di lorio","Pavel Bains"
1429,"Anthony Di lorio","Craig Cobb"
1430,"Anthony Di lorio","Harry Horsfall"
1431,"Hudson Jameson","Cagla Gul Senkardes"
1432,"Hudson Jameson","Jesus Rodriguez"
1433,"Hudson Jameson","Paul Barroso"
1434,"Hudson Jameson","Fred Wilson"
1435,"Hudson Jameson","Josh Rager"
1436,"Hudson Jameson","Paolo Ardoino"
1437,"Hudson Jameson","Emin Gün Sirer"
1438,"Hudson Jameson","Xiong Yidan"
1439,"Hudson Jameson","Jane Ma"
1440,"Hudson Jameson","Shakil Khan"
1441,"Gavin Anderson","Atul Ajoy"
1442,"Gavin Anderson","Cyrus Fazel"
1443,"Gavin Anderson","Alejandro Regojo"
1444,"Gavin Anderson","Kelly Loeffler"
1445,"Gavin Anderson","Dave Pulis"
1446,"Gavin Anderson","Ken Kodama"
1447,"Gavin Anderson","Arthur Breitman"
1448,"Gavin Anderson","Jane Ma"
1449,"Gavin Anderson","Tate Berenbaum"
1450,"Gavin Anderson","James Todaro"
1451,"Pierre Rochard","David Schwartz"
1452,"Pierre Rochard","Caitlin Long"
1453,"Pierre Rochard","Arry Yu"
1454,"Pierre Rochard","Justin Wu"
1455,"Pierre Rochard","Richard Heart"
1456,"Pierre Rochard","Kris Vaivods"
1457,"Pierre Rochard","Adam Back"
1458,"Pierre Rochard","Paul Burnham"
1459,"Pierre Rochard","Xiong Yidan"
1460,"Pierre Rochard","Atul Ajoy"
1461,"Emin Gün Sirer","Pavel Durov"
1462,"Emin Gün Sirer","Rosh Singh"
1463,"Emin Gün Sirer","Pat Larsen"
1464,"Emin Gün Sirer","Udi Wertheimer"
1465,"Emin Gün Sirer","Jeremy Allaire"
1466,"Emin Gün Sirer","Chieh Liu"
1467,"Emin Gün Sirer","Jack Lu"
1468,"Emin Gün Sirer","Jason Yanowitz"
1469,"Emin Gün Sirer","Ben Delo"
1470,"Emin Gün Sirer","Virgil Griffith"
1471,"Joseph Poon","Nicholas Fett"
1472,"Joseph Poon","Dominik Schiener"
1473,"Joseph Poon","Dave Kleiman"
1474,"Joseph Poon","Craig Wright"
1475,"Joseph Poon","Narek Gevorgyan"
1476,"Joseph Poon","Vitalik Buterin"
1477,"Joseph Poon","Hal Finney"
1478,"Joseph Poon","Derrick Foote"
1479,"Joseph Poon","Jesse Proudman"
1480,"Joseph Poon","Loi Luu"
1481,"Manish Kataria","Joey Krug"
1482,"Manish Kataria","James Todaro"
1483,"Manish Kataria","Baris Ozistek"
1484,"Manish Kataria","Anthony Xie"
1485,"Manish Kataria","James Junwoo Kim"
1486,"Manish Kataria","Shakil Khan"
1487,"Manish Kataria","Jesse Powell"
1488,"Manish Kataria","Nikolay Storonsky"
1489,"Manish Kataria","Stani Kulechov"
1490,"Manish Kataria","Sinan Koç"
1491,"Jimmy Song","Kyle Samani"
1492,"Jimmy Song","Akon"
1493,"Jimmy Song","Sergio Sanchez Ferreros"
1494,"Jimmy Song","Adam Levy"
1495,"Jimmy Song","Arthur Breitman"
1496,"Jimmy Song","Soravis Srinawakoon"
1497,"Jimmy Song","Tom Brady"
1498,"Jimmy Song","Ivan Bjelajac"
1499,"Jimmy Song","Nick Szabo"
1500,"Jimmy Song","Calvin Ayre"
1501,"Julian Kopald","Burcak Ünsal"
1502,"Julian Kopald","Charlie Lee"
1503,"Julian Kopald","Marc Andreessen"
1504,"Julian Kopald","Mahbod Moghadam"
1505,"Julian Kopald","Dovey Wan"
1506,"Julian Kopald","Ethan Fast"
1507,"Julian Kopald","Sandeep Nailwal"
1508,"Julian Kopald","Do Kwon"
1509,"Julian Kopald","Alex Batlin"
1510,"Julian Kopald","Dominik Schiener"
1511,"Kristina Lucrezia Cornèr","Camila Russo"
1512,"Kristina Lucrezia Cornèr","Mitchell Moos"
1513,"Kristina Lucrezia Cornèr","Jay Cassano"
1514,"Jared Tate","Arthur Breitman"
1515,"Jared Tate","Thor Chan"
1516,"Jared Tate","Raoul Pal"
1517,"Jared Tate","Tony Hollingsworth"
1518,"Jared Tate","Loi Luu"
1519,"Jared Tate","Jack Dorsey"
1520,"Jared Tate","Lawrence Lerner"
1521,"Jared Tate","Preston Pysh"
1522,"Jared Tate","Olaf Carlson-Wee"
1523,"Jared Tate","Narek Gevorgyan"
1524,"Steve Ehrlich","Dovey Wan"
1525,"Steve Ehrlich","Ralf Gerteis"
1526,"Steve Ehrlich","Barry Silbert"
1527,"Steve Ehrlich","Cagla Gul Senkardes"
1528,"Steve Ehrlich","Jack Mallers"
1529,"Steve Ehrlich","James Wo"
1530,"Steve Ehrlich","Kate Mitselmakher"
1531,"Steve Ehrlich","Tony Tran"
1532,"Steve Ehrlich","Ganesh Swami"
1533,"Steve Ehrlich","Kyle Samani"
1534,"Ivan Liljeqvist","Viktor Radchenko"
1535,"Ivan Liljeqvist","Justin Wu"
1536,"Ivan Liljeqvist","Dan Larimer"
1537,"Ivan Liljeqvist","Mike Winkelmann (aka “Beeple”)"
1538,"Ivan Liljeqvist","Tone Vays"
1539,"Ivan Liljeqvist","Jeff Garzik"
1540,"Ivan Liljeqvist","Jack Dorsey"
1541,"Ivan Liljeqvist","Jesse Proudman"
1542,"Ivan Liljeqvist","Alexander Fazel"
1543,"Ivan Liljeqvist","Gajesh Naik"
1544,"Virgil Griffith","Dominik Schiener"
1545,"Virgil Griffith","Jeffrey Wilcke"
1546,"Virgil Griffith","Gajesh Naik"
1547,"Virgil Griffith","Soravis Srinawakoon"
1548,"Virgil Griffith","Jesse Proudman"
1549,"Virgil Griffith","Nicholas Fett"
1550,"Virgil Griffith","Vitalik Buterin"
1551,"Virgil Griffith","David Schwartz"
1552,"Virgil Griffith","Jake Yocom-Piatt"
1553,"Virgil Griffith","Narek Gevorgyan"
1554,"Dae Yu","Dan Larimer"
1555,"Dae Yu","Amber Baldet"
1556,"Dae Yu","Brian Armstrong"
1557,"Dae Yu","Tony Tran"
1558,"Dae Yu","Manish Kataria"
1559,"Dae Yu","Sam Williams"
1560,"Dae Yu","Robert Beadles"
1561,"Dae Yu","Bobby Ong"
1562,"Dae Yu","Fred Ehrsam"
1563,"Dae Yu","Bobby Lee"
1564,"Brad Garlinghouse","Mariana Gospodinova"
1565,"Brad Garlinghouse","Do Kwon"
1566,"Brad Garlinghouse","On Yavin"
1567,"Brad Garlinghouse","Joel Edgerton"
1568,"Brad Garlinghouse","Catherine Coley"
1569,"Brad Garlinghouse","Paolo Ardoino"
1570,"Brad Garlinghouse","Alexander Fazel"
1571,"Brad Garlinghouse","Paul Claudius"
1572,"Brad Garlinghouse","Andy Cheung"
1573,"Brad Garlinghouse","Pavel Durov"
1574,"Riccardo Spagni","Elizabeth Stark"
1575,"Riccardo Spagni","Alejandro Regojo"
1576,"Riccardo Spagni","Sergey Nazarov"
1577,"Riccardo Spagni","Jared Tate"
1578,"Riccardo Spagni","W. Scott Stornetta"
1579,"Riccardo Spagni","Kristy-Leigh Minehan"
1580,"Riccardo Spagni","Pierre Rochard"
1581,"Riccardo Spagni","Craig Wright"
1582,"Riccardo Spagni","Vlad Zamfir"
1583,"Riccardo Spagni","Jesse Proudman"
1584,"Richard Heart","Max Keiser"
1585,"Richard Heart","Samantha Yap"
1586,"Richard Heart","Tony Tran"
1587,"Richard Heart","Erik Voorhees"
1588,"Richard Heart","Atul Ajoy"
1589,"Richard Heart","Will Warren"
1590,"Richard Heart","Manish Kataria"
1591,"Richard Heart","Alexandre Kech"
1592,"Richard Heart","On Yavin"
1593,"Richard Heart","Eman Pulis"
1594,"Roger Ver","Arthur Cheong"
1595,"Roger Ver","Justin Wu"
1596,"Roger Ver","Ruben Merre"
1597,"Roger Ver","Raoul Pal"
1598,"Roger Ver","Lior Yaffe"
1599,"Roger Ver","Ran Neuner"
1600,"Roger Ver","Grant Blaisdell"
1601,"Roger Ver","Jonathan G. Blanco"
1602,"Roger Ver","Ilya Demydonok"
1603,"Roger Ver","Chris Burniske"
1604,"Brendan Blumer","Rahul Sood"
1605,"Brendan Blumer","Antoni Trenchev"
1606,"Brendan Blumer","Kory Hoang"
1607,"Brendan Blumer","Narek Gevorgyan"
1608,"Brendan Blumer","Jeffrey Wilcke"
1609,"Brendan Blumer","Cameron Winklevoss"
1610,"Brendan Blumer","Julian Kopald"
1611,"Brendan Blumer","Justin Wu"
1612,"Brendan Blumer","Max Kantelia"
1613,"Brendan Blumer","Chris Larsen"
1614,"Peter McCormack","Dae Yu"
1615,"Peter McCormack","Tone Vays"
1616,"Peter McCormack","Ran Neuner"
1617,"Peter McCormack","Lark Davis"
1618,"Peter McCormack","Craig Cobb"
1619,"Peter McCormack","Nicholas Merten"
1620,"Peter McCormack","Spencer Dinwiddie"
1621,"Peter McCormack","Jacob Canfield"
1622,"Peter McCormack","Anthony Pompliano"
1623,"Peter McCormack","Adam Levy"
1624,"Mark Mueller-Eberstein","Dan Morehead"
1625,"Mark Mueller-Eberstein","Kory Hoang"
1626,"Mark Mueller-Eberstein","Huy Nguyen"
1627,"Mark Mueller-Eberstein","Ruben Merre"
1628,"Mark Mueller-Eberstein","Ilya Demydonok"
1629,"Mark Mueller-Eberstein","Anthony Lesoismier Genieux"
1630,"Mark Mueller-Eberstein","Jesse Proudman"
1631,"Mark Mueller-Eberstein","Julian Kopald"
1632,"Mark Mueller-Eberstein","Ivan Bjelajac"
1633,"Mark Mueller-Eberstein","Barry Silbert"
1634,"Adam Todd","Mel Gelderman"
1635,"Adam Todd","Bill Barhydt"
1636,"Adam Todd","Chun Wang"
1637,"Adam Todd","Richard Heart"
1638,"Adam Todd","Simon Yu"
1639,"Adam Todd","Calvin Ayre"
1640,"Adam Todd","Emin Gün Sirer"
1641,"Adam Todd","Alistair Milne"
1642,"Adam Todd","Xiong Yidan"
1643,"Adam Todd","Craig Cobb"
1644,"Mahbod Moghadam","Will Harborne"
1645,"Mahbod Moghadam","Arry Yu"
1646,"Mahbod Moghadam","Min Kim"
1647,"Mahbod Moghadam","Jacobo Toll-Messia"
1648,"Mahbod Moghadam","Galia Benartzi"
1649,"Mahbod Moghadam","Will Warren"
1650,"Mahbod Moghadam","On Yavin"
1651,"Mahbod Moghadam","Ebru Güven"
1652,"Mahbod Moghadam","Gregory Klumov"
1653,"Mahbod Moghadam","Dominik Schiener"
1654,"Andrew Yang","Balaji Srinivasan"
1655,"Andrew Yang","Raoul Pal"
1656,"Andrew Yang","Preston Pysh"
1657,"Andrew Yang","Pavel Bains"
1658,"Andrew Yang","Chris Larsen"
1659,"Andrew Yang","Do Kwon"
1660,"Andrew Yang","Pavel Durov"
1661,"Andrew Yang","Bill Barhydt"
1662,"Andrew Yang","Will Harborne"
1663,"Andrew Yang","Alistair Milne"
1664,"David Schwartz","Jimmy Song"
1665,"David Schwartz","Vlad Zamfir"
1666,"David Schwartz","John deVadoss"
1667,"David Schwartz","Marius van der Wijden"
1668,"David Schwartz","Alex Atallah"
1669,"David Schwartz","Elizabeth Stark"
1670,"David Schwartz","Devin Finzer"
1671,"David Schwartz","Gavin Wood"
1672,"David Schwartz","Vitalik Buterin"
1673,"David Schwartz","Andre Cronje"
1674,"Kelly Loeffler","Soravis Srinawakoon"
1675,"Kelly Loeffler","Sam Kazemian"
1676,"Kelly Loeffler","Ganesh Swami"
1677,"Kelly Loeffler","Michael Ippolito"
1678,"Kelly Loeffler","Guy Turner"
1679,"Kelly Loeffler","Dominic Williams"
1680,"Kelly Loeffler","Erik Voorhees"
1681,"Kelly Loeffler","Anthony Di lorio"
1682,"Kelly Loeffler","Erik Zhang"
1683,"Kelly Loeffler","Meltem Demirors"
1684,"Justin Sunerok","Fred Wilson"
1685,"Justin Sunerok","Mati Greenspan"
1686,"Justin Sunerok","Alex Atallah"
1687,"Justin Sunerok","Loi Luu"
1688,"Justin Sunerok","Vignesh Sundaresan"
1689,"Justin Sunerok","Mark Karpelès"
1690,"Justin Sunerok","Jihan Wu"
1691,"Justin Sunerok","Alejandro Regojo"
1692,"Justin Sunerok","Paul Barroso"
1693,"Justin Sunerok","Rune Christensen"
1694,"Akon","Mark Mueller-Eberstein"
1695,"Akon","Paul Barroso"
1696,"Akon","Peter Wood"
1697,"Akon","Kosala Hemachandra"
1698,"Akon","Loi Luu"
1699,"Akon","Cyrus Fazel"
1700,"Akon","Ruben Merre"
1701,"Akon","Ray Dalio"
1702,"Akon","Ross Ulbricht"
1703,"Akon","Michael Novogratz"
1704,"Zia Word","Ryan Sean Adams"
1705,"Zia Word","Mahbod Moghadam"
1706,"Zia Word","Brian Fu"
1707,"Zia Word","Jörg Molt"
1708,"Zia Word","Chris Jones"
1709,"Zia Word","Luis Cuende"
1710,"Zia Word","Mark Karpelès"
1711,"Zia Word","Tony Hollingsworth"
1712,"Zia Word","Emin Gün Sirer"
1713,"Zia Word","Sinan Koç"
1714,"Anthony Xie","Sam Kazemian"
1715,"Anthony Xie","George Harrap"
1716,"Anthony Xie","Tony Hollingsworth"
1717,"Anthony Xie","Mike Winkelmann (aka “Beeple”)"
1718,"Anthony Xie","Michael Ippolito"
1719,"Anthony Xie","Spencer Dinwiddie"
1720,"Anthony Xie","Charlie Shrem"
1721,"Anthony Xie","Bobby Lee"
1722,"Anthony Xie","Gavin Anderson"
1723,"Anthony Xie","Zooko Wilcox"
1724,"Alex Batlin","Joseph Lubin"
1725,"Alex Batlin","Ruben Merre"
1726,"Alex Batlin","Jack Mallers"
1727,"Alex Batlin","Anthony Lesoismier Genieux"
1728,"Alex Batlin","Chris Larsen"
1729,"Alex Batlin","Arthur Cheong"
1730,"Alex Batlin","Cathie Wood"
1731,"Alex Batlin","Lior Yaffe"
1732,"Alex Batlin","Akon"
1733,"Alex Batlin","Kosala Hemachandra"
1734,"Ben Delo","Erik Voorhees"
1735,"Ben Delo","Anthony Di lorio"
1736,"Ben Delo","Sergio Sanchez Ferreros"
1737,"Ben Delo","Tyler Winklevoss"
1738,"Ben Delo","Jed McCaleb"
1739,"Ben Delo","Lior Yaffe"
1740,"Ben Delo","Peter Wood"
1741,"Ben Delo","Chun Wang"
1742,"Ben Delo","Min Kim"
1743,"Ben Delo","Abdalla Kablan"
1744,"Vignesh Sundaresan","Jack Dorsey"
1745,"Vignesh Sundaresan","Michael Arrington"
1746,"Vignesh Sundaresan","Chris Larsen"
1747,"Vignesh Sundaresan","Arthur Hayes"
1748,"Vignesh Sundaresan","Chun Wang"
1749,"Vignesh Sundaresan","Dawn Song"
1750,"Vignesh Sundaresan","Jeffrey Wilcke"
1751,"Vignesh Sundaresan","James Junwoo Kim"
1752,"Vignesh Sundaresan","Elnaz Sarraf"
1753,"Vignesh Sundaresan","Justin Sun"
1754,"Jonathan Leong","Alex Mashinsky"
1755,"Jonathan Leong","Meltem Demirors"
1756,"Jonathan Leong","Caitlin Long"
1757,"Jonathan Leong","Mark Mueller-Eberstein"
1758,"Jonathan Leong","Andrew Yang"
1759,"Jonathan Leong","Ivan Bjelajac"
1760,"Jonathan Leong","Bobby Lee"
1761,"Jonathan Leong","Jihan Wu"
1762,"Jonathan Leong","Ethan Fast"
1763,"Jonathan Leong","Tony Tran"
1764,"Ebru Güven","Thor Chan"
1765,"Ebru Güven","Jörg Molt"
1766,"Ebru Güven","Ethan Vera"
1767,"Ebru Güven","Brock Pierce"
1768,"Ebru Güven","Ben Lakoff"
1769,"Ebru Güven","Barry Silbert"
1770,"Ebru Güven","Joe Vezzani"
1771,"Ebru Güven","Brian Armstrong"
1772,"Ebru Güven","Caitlin Long"
1773,"Ebru Güven","Dovey Wan"
1774,"Sinan Koç","Steve Ehrlich"
1775,"Sinan Koç","Arry Yu"
1776,"Sinan Koç","Sandeep Nailwal"
1777,"Sinan Koç","Da Hongfei"
1778,"Sinan Koç","Cal Evans"
1779,"Sinan Koç","Leon Li"
1780,"Sinan Koç","Grant Blaisdell"
1781,"Sinan Koç","Chieh Liu"
1782,"Sinan Koç","Cathie Wood"
1783,"Sinan Koç","Andrew Yang"
1784,"Alexandre Kech","Yuriy Kovalev"
1785,"Alexandre Kech","Tuur Demeester"
1786,"Alexandre Kech","Sasha Ivanov"
1787,"Alexandre Kech","Andre Cronje"
1788,"Alexandre Kech","Justin Sunerok"
1789,"Alexandre Kech","Soravis Srinawakoon"
1790,"Alexandre Kech","Edward Moncada"
1791,"Alexandre Kech","Peter Wood"
1792,"Alexandre Kech","Jesse Powell"
1793,"Alexandre Kech","Michael Arrington"
1794,"Burcak Ünsal","Kyle Samani"
1795,"Burcak Ünsal","Vignesh Sundaresan"
1796,"Burcak Ünsal","Derrick Foote"
1797,"Burcak Ünsal","Julien Bouteloup"
1798,"Burcak Ünsal","Dave Pulis"
1799,"Burcak Ünsal","Erik Zhang"
1800,"Burcak Ünsal","Rahul Sood"
1801,"Burcak Ünsal","Loi Luu"
1802,"Burcak Ünsal","Camila Russo"
1803,"Burcak Ünsal","Zooko Wilcox"
1804,"Baris Ozistek","Adam Levy"
1805,"Baris Ozistek","Bobby Ong"
1806,"Baris Ozistek","Amber Baldet"
1807,"Baris Ozistek","Dovey Wan"
1808,"Baris Ozistek","Lawrence Lerner"
1809,"Baris Ozistek","Leon Li"
1810,"Baris Ozistek","Calvin Ayre"
1811,"Baris Ozistek","Tim Coulter"
1812,"Baris Ozistek","Kathryn Haun"
1813,"Baris Ozistek","Yi He"
1814,"Uğur İbrahim Altay","Janet Yellen"
1815,"Uğur İbrahim Altay","Nayib Bukele"
1816,"Uğur İbrahim Altay","Kelly Loeffler"
1817,"Uğur İbrahim Altay","Cynthia Lummis"
1818,"Camila Russo","Harry Horsfall"
1819,"Camila Russo","Yoni Assia"
1820,"Camila Russo","Kwun-Phite Lock"
1821,"Camila Russo","Steve Ehrlich"
1822,"Camila Russo","Ben Lakoff"
1823,"Camila Russo","Emile"
1824,"Camila Russo","Justin Wu"
1825,"Camila Russo","Charlie Shrem"
1826,"Camila Russo","Will Warren"
1827,"Camila Russo","Alex Batlin"
1828,"Cagla Gul Senkardes","Jeffrey Wilcke"
1829,"Cagla Gul Senkardes","Zooko Wilcox"
1830,"Cagla Gul Senkardes","Kosala Hemachandra"
1831,"Cagla Gul Senkardes","Rahul Sood"
1832,"Cagla Gul Senkardes","James Wo"
1833,"Cagla Gul Senkardes","Mark Karpelès"
1834,"Cagla Gul Senkardes","Mel Gelderman"
1835,"Cagla Gul Senkardes","Arthur Breitman"
1836,"Cagla Gul Senkardes","Soravis Srinawakoon"
1837,"Cagla Gul Senkardes","Lior Yaffe"
1838,"Soravis Srinawakoon","Camila Russo"
1839,"Soravis Srinawakoon","James Wo"
1840,"Soravis Srinawakoon","Kristy-Leigh Minehan"
1841,"Soravis Srinawakoon","Tom Brady"
1842,"Soravis Srinawakoon","Alex Krüger"
1843,"Soravis Srinawakoon","Jonathan G. Blanco"
1844,"Soravis Srinawakoon","Brian Armstrong"
1845,"Soravis Srinawakoon","Raoul Milhado"
1846,"Soravis Srinawakoon","Mike Winkelmann (aka “Beeple”)"
1847,"Soravis Srinawakoon","Da Hongfei"
1848,"Angela Tong","Sam Trabucco"
1849,"Angela Tong","Thomas Thornton"
1850,"Angela Tong","Jay Hao"
1851,"Angela Tong","Jane Ma"
1852,"Angela Tong","Alejandro Regojo"
1853,"Angela Tong","Wes Levitt"
1854,"Angela Tong","Maxi Kuan"
1855,"Angela Tong","Ajit Tripathi"
1856,"Angela Tong","Moe Vela"
1857,"Angela Tong","Dan Held"
1858,"Xiong Yidan","Dan Tapiero"
1859,"Xiong Yidan","Kathryn Haun"
1860,"Xiong Yidan","Milo McCloud"
1861,"Xiong Yidan","Samantha Yap"
1862,"Xiong Yidan","Yuriy Kovalev"
1863,"Xiong Yidan","Antoni Trenchev"
1864,"Xiong Yidan","Jack Lu"
1865,"Xiong Yidan","Pavel Durov"
1866,"Xiong Yidan","Joey Krug"
1867,"Xiong Yidan","Julian Kopald"
1868,"Lennix Lai","Jay Hao"
1869,"Lennix Lai","Burak Aydın"
1870,"Lennix Lai","Jack Mallers"
1871,"Lennix Lai","Alejandro Regojo"
1872,"Lennix Lai","On Yavin"
1873,"Lennix Lai","Dan Held"
1874,"Lennix Lai","David Zacks"
1875,"Lennix Lai","Maxi Kuan"
1876,"Lennix Lai","Sam Trabucco"
1877,"Lennix Lai","Erick Pinos"
1878,"Burak Aydın","Pavel Durov"
1879,"Burak Aydın","John deVadoss"
1880,"Burak Aydın","On Yavin"
1881,"Burak Aydın","Cynthia Huang"
1882,"Burak Aydın","Alexander Fazel"
1883,"Burak Aydın","Andy Cheung"
1884,"Burak Aydın","Jay Cassano"
1885,"Burak Aydın","Harry Horsfall"
1886,"Burak Aydın","Maxi Kuan"
1887,"Burak Aydın","Alejandro Regojo"
1888,"Mark Zuckerberg","Jeremy Allaire"
1889,"Mark Zuckerberg","Spencer Dinwiddie"
1890,"Mark Zuckerberg","Yuriy Kovalev"
1891,"Mark Zuckerberg","Ralf Gerteis"
1892,"Mark Zuckerberg","Andrew Yang"
1893,"Mark Zuckerberg","Mark Karpelès"
1894,"Mark Zuckerberg","Mati Greenspan"
1895,"Mark Zuckerberg","Ross Ulbricht"
1896,"Mark Zuckerberg","Edward Moncada"
1897,"Mark Zuckerberg","Dominic Williams"
1898,"Samson Mow","Erik Voorhees"
1899,"Samson Mow","Andrew Fai"
1900,"Samson Mow","Lili Zhao"
1901,"Samson Mow","Tom Brady"
1902,"Samson Mow","Ethan Vera"
1903,"Samson Mow","Dominic Williams"
1904,"Samson Mow","Ivan Bjelajac"
1905,"Samson Mow","Brendan Eich"
1906,"Samson Mow","Carlos Domingo"
1907,"Samson Mow","Adam Todd"
1908,"Lior Yaffe","Robert Beadles"
1909,"Lior Yaffe","Michael Moro"
1910,"Lior Yaffe","Jesse Powell"
1911,"Lior Yaffe","Rosh Singh"
1912,"Lior Yaffe","Wes Levitt"
1913,"Lior Yaffe","Jack Mallers"
1914,"Lior Yaffe","Milo McCloud"
1915,"Lior Yaffe","Luis Cuende"
1916,"Lior Yaffe","Josh Rager"
1917,"Lior Yaffe","Jihan Wu"
1918,"Jed McCaleb","Steve Ehrlich"
1919,"Jed McCaleb","Ben Lakoff"
1920,"Jed McCaleb","Marius van der Wijden"
1921,"Jed McCaleb","Udi Wertheimer"
1922,"Jed McCaleb","Yi He"
1923,"Jed McCaleb","Ryan Sean Adams"
1924,"Jed McCaleb","Antoni Trenchev"
1925,"Jed McCaleb","Will Warren"
1926,"Jed McCaleb","Lynn Liss"
1927,"Jed McCaleb","Robert Beadles"
1928,"Andreas Antonopoulos","Preston Pysh"
1929,"Andreas Antonopoulos","Dan Held"
1930,"Andreas Antonopoulos","Peter McCormack"
