"id","product_name","ccy"
750,"CitoWise","Dragonchain"
751,"CitoWise","QASH"
752,"CitoWise","Loopring"
753,"CitoWise","Aion"
754,"CitoWise","Veritaseum"
755,"CitoWise","Waltonchain"
756,"CitoWise","Augur"
757,"CitoWise","0x"
758,"CitoWise","Maker"
759,"CitoWise","RChain"
760,"CitoWise","Status"
761,"CitoWise","DigixDAO"
762,"CitoWise","Ontology"
763,"CitoWise","ICON"
764,"CitoWise","TRON"
765,"CitoWise","VeChain"
766,"CitoWise","EOS"
767,"CitoWise","Bitcoin Cash"
768,"CitoWise","Ethereum Classic"
769,"CitoWise","Ethereum"
770,"CitoWise","Litecoin"
771,"CitoWise","Bitcoin"
772,"Coinbase Wallet","ETH Tokens"
773,"Coinbase Wallet","0x"
774,"Coinbase Wallet","Litecoin"
775,"Coinbase Wallet","Stellar"
776,"Coinbase Wallet","XRP"
777,"Coinbase Wallet","Bitcoin Cash"
778,"Coinbase Wallet","Ethereum"
779,"Coinbase Wallet","Bitcoin"
780,"Edge Wallet","Bitcoin Gold"
781,"Edge Wallet","Vertcoin"
782,"Edge Wallet","DigiByte"
783,"Edge Wallet","Feathercoin"
784,"Edge Wallet","Firo"
785,"Edge Wallet","Indorse Token"
786,"Edge Wallet","Wings"
787,"Edge Wallet","Augur"
788,"Edge Wallet","XRP"
789,"Edge Wallet","Monero"
790,"Edge Wallet","Ethereum"
791,"Edge Wallet","Dash"
792,"Edge Wallet","Litecoin"
793,"Edge Wallet","Bitcoin Cash"
794,"Edge Wallet","Bitcoin"
795,"Uniswap","ETH Tokens"
796,"Uniswap","Ethereum"
797,"DragonGlass","Hedera"
798,"SwirlWallet","Dogecoin"
799,"SwirlWallet","Litecoin"
800,"SwirlWallet","Ethereum"
801,"SwirlWallet","Zcash"
802,"SwirlWallet","Monero"
803,"SwirlWallet","Bitcoin Cash"
804,"SwirlWallet","Bitcoin"
805,"Alchemy Toys","BNB"
806,"Bitbuy App","Aave"
807,"Bitbuy App","Chainlink"
808,"Bitbuy App","Litecoin"
809,"Bitbuy App","Stellar"
810,"Bitbuy App","EOS"
811,"Bitbuy App","XRP"
812,"Bitbuy App","Bitcoin Cash"
813,"Bitbuy App","Ethereum"
814,"Bitbuy App","Bitcoin"
815,"Digifox","ETH Tokens"
816,"Digifox","Ethereum"
817,"Digifox","Bitcoin"
818,"eToro","Ethereum Classic"
819,"eToro","Bitcoin Cash"
820,"eToro","Neo"
821,"eToro","Stellar"
822,"eToro","Dash"
823,"eToro","Litecoin"
824,"eToro","XRP"
825,"eToro","Ethereum"
826,"eToro","Bitcoin"
827,"Bybit App","Tether"
828,"Bybit App","XRP"
829,"Bybit App","EOS"
830,"Bybit App","Ethereum"
831,"Bybit App","Bitcoin"
832,"Ledger Blue","TrueUSD"
833,"Ledger Blue","Hshare"
834,"Ledger Blue","PoSW Coin"
835,"Ledger Blue","PIVX"
836,"Ledger Blue","Qtum"
837,"Ledger Blue","DigiByte"
838,"Ledger Blue","Stellar"
839,"Ledger Blue","Stealth"
840,"Ledger Blue","Viacoin"
841,"Ledger Blue","Vertcoin"
842,"Ledger Blue","Ubiq"
843,"Ledger Blue","Expanse"
844,"Ledger Blue","Ark"
845,"Ledger Blue","Komodo"
846,"Ledger Blue","Stratis"
847,"Ledger Blue","Dash"
848,"Ledger Blue","Dogecoin"
849,"Ledger Blue","Neo"
850,"Ledger Blue","Litecoin"
851,"Ledger Blue","Zcash"
852,"Ledger Blue","Ethereum Classic"
853,"Ledger Blue","Bitcoin Cash"
854,"Ledger Blue","XRP"
855,"Ledger Blue","Ethereum"
856,"Ledger Blue","Bitcoin"
857,"Exodus","TrueUSD"
858,"Exodus","WeTrust"
859,"Exodus","WAX"
860,"Exodus","Waltonchain"
861,"Exodus","Viberate"
862,"Exodus","Veritaseum"
863,"Exodus","VeChain"
864,"Exodus","Time New Bank"
865,"Exodus","TaaS"
866,"Exodus","Substratum"
867,"Exodus","StormX"
868,"Exodus","SingularDTV"
869,"Exodus","Santiment Network Token"
870,"Exodus","Rivetz"
871,"Exodus","Revain"
872,"Exodus","Request Network"
873,"Exodus","RChain"
874,"Exodus","Raiden Network Token"
875,"Exodus","Quantstamp"
876,"Exodus","QASH"
877,"Exodus","Po.et"
878,"Exodus","Pillar"
879,"Exodus","Mithril"
880,"Exodus","Metal"
881,"Exodus","MediShares"
882,"Exodus","Maker"
883,"Exodus","Lunyr"
884,"Exodus","Loopring"
885,"Exodus","KuCoin Token"
886,"Exodus","Kin"
887,"Exodus","Iconomi"
888,"Exodus","Genesis Vision"
889,"Exodus","FirstBlood"
890,"Exodus","Voyager Token"
891,"Exodus","Dragonchain"
892,"Exodus","Dentacoin"
893,"Exodus","Dent"
894,"Exodus","Decentraland"
895,"Exodus","Single Collateral DAI"
896,"Exodus","Cindicator"
897,"Exodus","Chainlink"
898,"Exodus","AppCoins"
899,"Exodus","AmberCoin"
900,"Exodus","Airswap"
901,"Exodus","Aion"
902,"Exodus","Aeternity"
903,"Exodus","Aeron"
904,"Exodus","adToken"
905,"Exodus","Zcash"
906,"Exodus","Wings"
907,"Exodus","TenX"
908,"Exodus","Storj"
909,"Exodus","Status"
910,"Exodus","SALT"
911,"Exodus","XRP"
912,"Exodus","Ripio Credit Network"
913,"Exodus","Qtum"
914,"Exodus","Populous"
915,"Exodus","Polymath Network"
916,"Exodus","Numeraire"
917,"Exodus","Matchpool"
918,"Exodus","Litecoin"
919,"Exodus","Kyber Network"
920,"Exodus","iExec RLC"
921,"Exodus","Golem"
922,"Exodus","Gnosis"
923,"Exodus","FunFair"
924,"Exodus","Ethereum"
925,"Exodus","Ethereum Classic"
926,"Exodus","Edgeless"
927,"Exodus","district0x"
928,"Exodus","DigixDAO"
929,"Exodus","DigiByte"
930,"Exodus","Decred"
931,"Exodus","Dash"
932,"Exodus","Civic"
933,"Exodus","Bread"
934,"Exodus","Bitcoin Gold"
935,"Exodus","Bitcoin Cash"
936,"Exodus","Bitcoin"
937,"Exodus","BNB"
938,"Exodus","Basic Attention Token"
939,"Exodus","Bancor"
940,"Exodus","Augur"
941,"Exodus","Aragon"
942,"Exodus","0x"
943,"Binance App","Monero"
944,"Binance App","QuarkChain"
945,"Binance App","0x"
946,"Binance App","Waltonchain"
947,"Binance App","SelfKey"
948,"Binance App","Zilliqa"
949,"Binance App","Pundi X [new]"
950,"Binance App","Stellar"
951,"Binance App","Neo"
952,"Binance App","Dent"
953,"Binance App","Cardano"
954,"Binance App","Wanchain"
955,"Binance App","IOTA"
956,"Binance App","TRON"
957,"Binance App","Ethereum Classic"
958,"Binance App","VeChain"
959,"Binance App","Tether"
960,"Binance App","Gas"
961,"Binance App","EOS"
962,"Binance App","Bancor"
963,"Binance App","Status"
964,"Binance App","Qtum"
965,"Binance App","Bitcoin Cash"
966,"Binance App","Ontology"
967,"Binance App","ICON"
968,"Binance App","Nano"
969,"Binance App","XRP"
970,"Binance App","Litecoin"
971,"Binance App","Ethereum"
972,"Binance App","Bitcoin"
973,"Binance App","BNB"
974,"Binance App","TrueUSD"
975,"Trust Wallet","ETH Tokens"
976,"Trust Wallet","TrueUSD"
977,"Trust Wallet","BNB"
978,"Trust Wallet","Ethereum"
979,"OWNR Wallet","Tether"
980,"OWNR Wallet","TRON"
981,"OWNR Wallet","Zcash"
982,"OWNR Wallet","Dogecoin"
983,"OWNR Wallet","Dash"
984,"OWNR Wallet","Litecoin"
985,"OWNR Wallet","Ethereum"
986,"OWNR Wallet","Bitcoin Cash"
987,"OWNR Wallet","Bitcoin"
988,"Coinbase Pro","Band Protocol"
989,"Coinbase Pro","USD Coin"
990,"Coinbase Pro","district0x"
991,"Coinbase Pro","Civic"
992,"Coinbase Pro","Loom Network"
993,"Coinbase Pro","Decentraland"
994,"Coinbase Pro","Golem"
995,"Coinbase Pro","Basic Attention Token"
996,"Coinbase Pro","Compound"
997,"Coinbase Pro","Kyber Network"
998,"Coinbase Pro","Dai"
999,"Coinbase Pro","Algorand"
1000,"Coinbase Pro","0x"
1001,"Coinbase Pro","Augur"
1002,"Coinbase Pro","Chainlink"
1003,"Coinbase Pro","OMG Network"
1004,"Coinbase Pro","Ethereum Classic"
1005,"Coinbase Pro","Tezos"
1006,"Coinbase Pro","Cosmos"
1007,"Coinbase Pro","Stellar"
1008,"Coinbase Pro","Maker"
1009,"Coinbase Pro","Orchid"
1010,"Coinbase Pro","Dash"
1011,"Coinbase Pro","EOS"
1012,"Coinbase Pro","Bitcoin Cash"
1013,"Coinbase Pro","Litecoin"
1014,"Coinbase Pro","XRP"
1015,"Coinbase Pro","Ethereum"
1016,"Coinbase Pro","Bitcoin"
1017,"MetaMask","Ethereum"
1018,"MoonPay","Solana"
1019,"MoonPay","BNB"
1020,"MoonPay","Litecoin"
1021,"MoonPay","Tether Gold"
1022,"MoonPay","Ethereum"
1023,"MoonPay","Bitcoin"
