"id","sector","token_name"
"10338","Ethereum","DACSEE"
"10339","Token","Medium"
"10340","Ethereum","Medium"
"10341","Token","MEETtoken"
"10342","Inactive","MEETtoken"
"10343","Business Service","MEETtoken"
"10344","Ethereum","MEETtoken"
"10345","Token","Chronobank"
"10346","Inactive","Chronobank"
"10347","Ethereum","Chronobank"
"10348","Token","Moss Coin"
"10349","Gaming","Moss Coin"
"10350","Ethereum","Moss Coin"
"10351","Token","WABnetwork"
"10352","Ethereum","WABnetwork"
"10353","Token","Goal Bonanza"
"10354","Gambling","Goal Bonanza"
"10355","Ethereum","Goal Bonanza"
"10356","Token","Lisk Machine Learning"
"10357","AI","Lisk Machine Learning"
"10358","Ethereum","Lisk Machine Learning"
"10359","Token","Evareium"
"10360","Real Estate","Evareium"
"10361","Ethereum","Evareium"
"10362","Token","INO COIN"
"10363","Business Service","INO COIN"
"10364","Ethereum","INO COIN"
"10365","Token","Zenswap Network Token"
"10366","Marketplace","Zenswap Network Token"
"10367","Ethereum","Zenswap Network Token"
"10368","Token","Blockmason Link"
"10369","Ethereum","Blockmason Link"
"10370","Token","Equitybase"
"10371","Ethereum","Equitybase"
"10372","Token","Bond Film Platform"
"10373","Media","Bond Film Platform"
"10374","Ethereum","Bond Film Platform"
"10375","Token","Global X Change Token"
"10376","Inactive","Global X Change Token"
"10377","Business Service","Global X Change Token"
"10378","Ethereum","Global X Change Token"
"10379","Token","Saifu"
"10380","Inactive","Saifu"
"10381","Ethereum","Saifu"
"10382","Token","FundToken"
"10383","Inactive","FundToken"
"10384","Ethereum","FundToken"
"10385","Token","Global Awards Token"
"10386","Business Service","Global Awards Token"
"10387","Ethereum","Global Awards Token"
"10388","Token","Unicoins"
"10389","Exchange","Unicoins"
"10390","Ethereum","Unicoins"
"10391","Token","Kora Network Token"
"10392","Inactive","Kora Network Token"
"10393","Ethereum","Kora Network Token"
"10394","Token","Crypto Angel"
"10395","AI","Crypto Angel"
"10396","Ethereum","Crypto Angel"
"10397","Token","Tael"
"10398","Business Service","Tael"
"10399","Ethereum","Tael"
"10400","Token","Emirex Token"
"10401","Business Service","Emirex Token"
"10402","Ethereum","Emirex Token"
"10403","Token","FirmaChain"
"10404","Smart Contracts","FirmaChain"
"10405","Business Service","FirmaChain"
"10406","Ethereum","FirmaChain"
"10407","Token","RouletteToken"
"10408","Inactive","RouletteToken"
"10409","Gambling","RouletteToken"
"10410","Ethereum","RouletteToken"
"10411","Token","Orvium"
"10412","Storage","Orvium"
"10413","AI","Orvium"
"10414","Ethereum","Orvium"
"10415","Token","Soda Coin"
"10416","Media","Soda Coin"
"10417","Business Service","Soda Coin"
"10418","Ethereum","Soda Coin"
"10419","Token","LAToken"
"10420","Real Estate","LAToken"
"10421","Ethereum","LAToken"
"10422","Token","REGA Risk Sharing"
"10423","Ethereum","REGA Risk Sharing"
"10424","Token","XOVBank"
"10425","Ethereum","XOVBank"
"10426","Token","Sugar Exchange"
"10427","Exchange","Sugar Exchange"
"10428","Ethereum","Sugar Exchange"
"10429","Token","Tigereum"
"10430","Social","Tigereum"
"10431","Ethereum","Tigereum"
"10432","Token","Aurora DAO"
"10433","Ethereum","Aurora DAO"
"10434","Token","Matrix AI Network"
"10435","AI","Matrix AI Network"
"10436","Ethereum","Matrix AI Network"
"10437","Token","Safinus"
"10438","Ethereum","Safinus"
"10439","Token","ARBITRAGE"
"10440","PoW","ARBITRAGE"
"10441","Ethereum","ARBITRAGE"
"10442","Token","XTRD"
"10443","Ethereum","XTRD"
"10444","Token","NAGA"
"10445","Ethereum","NAGA"
"10446","Token","Blocktrade Token"
"10447","Inactive","Blocktrade Token"
"10448","Ethereum","Blocktrade Token"
"10449","Token","iXledger"
"10450","Ethereum","iXledger"
"10451","Token","Formosa Financial"
"10452","Ethereum","Formosa Financial"
"10453","Token","Defi"
"10454","Business Service","Defi"
"10455","Ethereum","Defi"
"10456","Token","Hut34 Project"
"10457","Ethereum","Hut34 Project"
"10458","Token","Smart Valley"
"10459","Crowdfunding","Smart Valley"
"10460","Ethereum","Smart Valley"
"10461","Token","StopTheFakes"
"10462","Ethereum","StopTheFakes"
"10463","Token","Cloudbric"
"10464","Privacy","Cloudbric"
"10465","Inactive","Cloudbric"
"10466","Ethereum","Cloudbric"
"10467","Token","Selfie GO"
"10468","Social","Selfie GO"
"10469","Entertainment","Selfie GO"
"10470","Ethereum","Selfie GO"
"10471","Token","Coinsuper Ecosystem Network"
"10472","Exchange","Coinsuper Ecosystem Network"
"10473","Ethereum","Coinsuper Ecosystem Network"
"10474","Token","NAM COIN"
"10475","Inactive","NAM COIN"
"10476","Healthcare","NAM COIN"
"10477","AI","NAM COIN"
"10478","Ethereum","NAM COIN"
"10479","Token","Eminer"
"10480","Ethereum","Eminer"
"10481","Token","GPCC"
"10482","Ethereum","GPCC"
"10483","Token","P2PS"
"10484","Communication","P2PS"
"10485","Ethereum","P2PS"
"10486","Token","BCharity"
"10487","Charity","BCharity"
"10488","Ethereum","BCharity"
"10489","Token","eUSD"
"10490","Inactive","eUSD"
"10491","Ethereum","eUSD"
"10492","Token","Kimera"
"10493","AI","Kimera"
"10494","Ethereum","Kimera"
"10495","Token","Liquidity Network"
"10496","Ethereum","Liquidity Network"
"10497","Token","CommerceBlock"
"10498","Inactive","CommerceBlock"
"10499","Ethereum","CommerceBlock"
"10500","Token","Aigang"
"10501","Ethereum","Aigang"
"10502","Token","Traceability Chain"
"10503","Ethereum","Traceability Chain"
"10504","Token","Galaxy eSolutions"
"10505","Marketplace","Galaxy eSolutions"
"10506","Inactive","Galaxy eSolutions"
"10507","Ethereum","Galaxy eSolutions"
"10508","Token","IDEX Membership"
"10509","Inactive","IDEX Membership"
"10510","Exchange","IDEX Membership"
"10511","Ethereum","IDEX Membership"
"10512","Travel","Crowdvilla Point"
"10513","Token","Crowdvilla Point"
"10514","Ethereum","Crowdvilla Point"
"10515","Token","LevelNet"
"10516","Ethereum","LevelNet"
"10517","Token","HydroMiner H3O Pre-sale"
"10518","Energy","HydroMiner H3O Pre-sale"
"10519","Sponsored","HydroMiner H3O Pre-sale"
"10520","Ethereum","HydroMiner H3O Pre-sale"
"10521","Token","Blockium"
"10522","Inactive","Blockium"
"10523","Gaming","Blockium"
"10524","Ethereum","Blockium"
"10525","Token","Alethena"
"10526","Crowdfunding","Alethena"
"10527","Ethereum","Alethena"
"10528","Token","Inspeer"
"10529","Ethereum","Inspeer"
"10530","Token","Augmate"
"10531","IoT","Augmate"
"10532","Ethereum","Augmate"
"10533","Token","Newsolution"
"10534","Business Service","Newsolution"
"10535","Ethereum","Newsolution"
"10536","Token","Luckchemy"
"10537","Gambling","Luckchemy"
"10538","Sponsored","Luckchemy"
"10539","Ethereum","Luckchemy"
"10540","Transportation","DAV Token"
"10541","Token","DAV Token"
"10542","Ethereum","DAV Token"
"10543","Token","ArdCoin"
"10544","Ethereum","ArdCoin"
"10545","Token","Carboneum"
"10546","Ethereum","Carboneum"
"10547","Token","Winco"
"10548","Real Estate","Winco"
"10549","Ethereum","Winco"
"10550","Token","Micromines"
"10551","Exchange","Micromines"
"10552","Ethereum","Micromines"
"10553","Token","Presearch"
"10554","Ethereum","Presearch"
"10555","Token","HEROIC.com"
"10556","Business Service","HEROIC.com"
"10557","AI","HEROIC.com"
"10558","Ethereum","HEROIC.com"
"10559","Travel","XcelToken"
"10560","Token","XcelToken"
"10561","Inactive","XcelToken"
"10562","Business Service","XcelToken"
"10563","Ethereum","XcelToken"
"10564","Token","Neumark"
"10565","Crowdfunding","Neumark"
"10566","Ethereum","Neumark"
"10567","Travel","Bee Token"
"10568","Token","Bee Token"
"10569","Inactive","Bee Token"
"10570","Ethereum","Bee Token"
"10571","Token","Hercules"
"10572","Business Service","Hercules"
"10573","Ethereum","Hercules"
"10574","Transportation","Drivero"
"10575","Token","Drivero"
"10576","Ethereum","Drivero"
"10577","Token","RankingBall"
"10578","Inactive","RankingBall"
"10579","Gaming","RankingBall"
"10580","Entertainment","RankingBall"
"10581","Ethereum","RankingBall"
"10582","Token","Matrexcoin"
"10583","Energy","Matrexcoin"
"10584","Ethereum","Matrexcoin"
"10585","Token","CoinDeal Token"
"10586","Exchange","CoinDeal Token"
"10587","Ethereum","CoinDeal Token"
"10588","Token","BCAP"
"10589","Inactive","BCAP"
"10590","Ethereum","BCAP"
"10591","Token","Õpet Foundation"
"10592","Education","Õpet Foundation"
"10593","Ethereum","Õpet Foundation"
"10594","Token","JSEcoin"
"10595","Inactive","JSEcoin"
"10596","Ethereum","JSEcoin"
"10597","Token","Egoras Dollar"
"10598","Stablecoin","Egoras Dollar"
"10599","Inactive","Egoras Dollar"
"10600","Business Service","Egoras Dollar"
"10601","Ethereum","Egoras Dollar"
"10602","Token","Wordcoin"
"10603","Ethereum","Wordcoin"
"10604","Token","CashBet Coin"
"10605","Inactive","CashBet Coin"
"10606","Gambling","CashBet Coin"
"10607","Ethereum","CashBet Coin"
"10608","Token","Tawarruq Token"
"10609","Sponsored","Tawarruq Token"
"10610","Ethereum","Tawarruq Token"
"10611","Token","EUNOMIA"
"10612","Marketplace","EUNOMIA"
"10613","Ethereum","EUNOMIA"
"10614","Token","OAX"
"10615","Exchange","OAX"
"10616","Ethereum","OAX"
"10617","Virtual Reality","Assistive Reality"
"10618","Token","Assistive Reality"
"10619","Gaming","Assistive Reality"
"10620","AI","Assistive Reality"
"10621","Ethereum","Assistive Reality"
"10622","Token","Banyan Network"
"10623","Storage","Banyan Network"
"10624","Computing","Banyan Network"
"10625","Ethereum","Banyan Network"
"10626","Token","1SG"
"10627","Stablecoin","1SG"
"10628","Inactive","1SG"
"10629","Ethereum","1SG"
"10630","Transportation","HireGo"
"10631","Token","HireGo"
"10632","Inactive","HireGo"
"10633","Ethereum","HireGo"
"10634","Token","Etherparty"
"10635","Smart Contracts","Etherparty"
"10636","Ethereum","Etherparty"
"10637","Token","Aktie Social"
"10638","Social","Aktie Social"
"10639","Ethereum","Aktie Social"
"10640","Token","DOWCOIN"
"10641","Ethereum","DOWCOIN"
"10642","Token","Cyber Movie Chain"
"10643","Entertainment","Cyber Movie Chain"
"10644","Ethereum","Cyber Movie Chain"
"10645","Token","BitRewards"
"10646","eCommerce","BitRewards"
"10647","Ethereum","BitRewards"
"10648","Token","Loan Bit"
"10649","Ethereum","Loan Bit"
"10650","Token","ProBit Token"
"10651","Exchange","ProBit Token"
"10652","Ethereum","ProBit Token"
"10653","Token","BitAsean"
"10654","Ethereum","BitAsean"
"10655","Token","DCORP"
"10656","Exchange","DCORP"
"10657","Ethereum","DCORP"
"10658","Token","Qubitica"
"10659","Ethereum","Qubitica"
"10660","Token","BABB"
"10661","Ethereum","BABB"
"10662","Token","Mosaic"
"10663","Education","Mosaic"
"10664","Ethereum","Mosaic"
"10665","Token","Worldcore"
"10666","Ethereum","Worldcore"
"10667","Token","XYO"
"10668","Ethereum","XYO"
"10669","Token","Tokia"
"10670","Debit Card","Tokia"
"10671","Ethereum","Tokia"
"10672","Token","Bionic"
"10673","Business Service","Bionic"
"10674","Ethereum","Bionic"
"10675","Token","SBank"
"10676","Ethereum","SBank"
"10677","Token","Cybermiles"
"10678","Marketplace","Cybermiles"
"10679","Ethereum","Cybermiles"
"10680","Token","RepuX"
"10681","Ethereum","RepuX"
"10682","Token","SURETY"
"10683","Inactive","SURETY"
"10684","Ethereum","SURETY"
"10685","Token","Newbium"
"10686","Ethereum","Newbium"
"10687","Token","BGX"
"10688","Gaming","BGX"
"10689","AI","BGX"
"10690","Ethereum","BGX"
"10691","Token","Big Data Block"
"10692","Ethereum","Big Data Block"
"10693","Token","Gimli"
"10694","Social","Gimli"
"10695","Inactive","Gimli"
"10696","Gaming","Gimli"
"10697","Ethereum","Gimli"
"10698","Token","Share Estate"
"10699","Real Estate","Share Estate"
"10700","Ethereum","Share Estate"
"10701","Token","Bitplus Network"
"10702","Ethereum","Bitplus Network"
"10703","Token","The Acorn Collective"
"10704","Crowdfunding","The Acorn Collective"
"10705","Sponsored","The Acorn Collective"
"10706","Ethereum","The Acorn Collective"
"10707","Token","SPINDLE"
"10708","Ethereum","SPINDLE"
"10709","Token","INGOT Coin"
"10710","Sponsored","INGOT Coin"
"10711","Ethereum","INGOT Coin"
"10712","Token","NagriCoin"
"10713","Agriculture","NagriCoin"
"10714","Ethereum","NagriCoin"
"10715","Token","Nimiq Exchange Token"
"10716","Inactive","Nimiq Exchange Token"
"10717","Ethereum","Nimiq Exchange Token"
"10718","Token","RadioYo"
"10719","Entertainment","RadioYo"
"10720","Advertising","RadioYo"
"10721","Ethereum","RadioYo"
"10722","Token","GANA"
"10723","Cannabis","GANA"
"10724","AI","GANA"
"10725","Sponsored","GANA"
"10726","Ethereum","GANA"
"10727","Token","ZeuxCoin"
"10728","Ethereum","ZeuxCoin"
"10729","Token","Napoleon X"
"10730","Ethereum","Napoleon X"
"10731","Token","ViMarket"
"10732","Marketplace","ViMarket"
"10733","Ethereum","ViMarket"
"10734","Travel","Acomobase"
"10735","Token","Acomobase"
"10736","Ethereum","Acomobase"
"10737","Token","Equal"
"10738","Ethereum","Equal"
"10739","Token","Invacio"
"10740","Inactive","Invacio"
"10741","Business Service","Invacio"
"10742","AI","Invacio"
"10743","Ethereum","Invacio"
"10744","Token","Agent Not Needed"
"10745","Real Estate","Agent Not Needed"
"10746","Ethereum","Agent Not Needed"
"10747","Token","Block-Chain.com"
"10748","Media","Block-Chain.com"
"10749","Inactive","Block-Chain.com"
"10750","Ethereum","Block-Chain.com"
"10751","Token","AbacasXchange"
"10752","Ethereum","AbacasXchange"
"10753","Token","AllStocks"
"10754","Ethereum","AllStocks"
"10755","Token","Retail.Global"
"10756","eCommerce","Retail.Global"
"10757","Business Service","Retail.Global"
"10758","Ethereum","Retail.Global"
"10759","Token","BidiPass"
"10760","Identity","BidiPass"
"10761","Ethereum","BidiPass"
"10762","Token","Aventus"
"10763","Ethereum","Aventus"
"10764","Token","QPay"
"10765","Inactive","QPay"
"10766","Business Service","QPay"
"10767","Ethereum","QPay"
"10768","Token","Receive Access Ecosystem"
"10769","Media","Receive Access Ecosystem"
"10770","Business Service","Receive Access Ecosystem"
"10771","Ethereum","Receive Access Ecosystem"
"10772","Token","Rebellious"
"10773","Inactive","Rebellious"
"10774","Ethereum","Rebellious"
"10775","Token","AMCHART"
"10776","Healthcare","AMCHART"
"10777","Ethereum","AMCHART"
"10778","Token","WITChain"
"10779","Business Service","WITChain"
"10780","Ethereum","WITChain"
"10781","Transportation","AMO Coin"
"10782","Token","AMO Coin"
"10783","Ethereum","AMO Coin"
"10784","Token","GAMB"
"10785","Marketplace","GAMB"
"10786","eCommerce","GAMB"
"10787","Ethereum","GAMB"
"10788","Token","Global Funeral Care"
"10789","Inactive","Global Funeral Care"
"10790","Business Service","Global Funeral Care"
"10791","Ethereum","Global Funeral Care"
"10792","Token","Chrono.tech"
"10793","Business Service","Chrono.tech"
"10794","Ethereum","Chrono.tech"
"10795","Token","LLToken"
"10796","Ethereum","LLToken"
"10797","Token","Gimmer"
"10798","Sponsored","Gimmer"
"10799","Ethereum","Gimmer"
"10800","Token","Helper Search Token"
"10801","Inactive","Helper Search Token"
"10802","Business Service","Helper Search Token"
"10803","Ethereum","Helper Search Token"
"10804","Token","IHT Real Estate Protocol"
"10805","Real Estate","IHT Real Estate Protocol"
"10806","Ethereum","IHT Real Estate Protocol"
"10807","Token","SGPay"
"10808","Inactive","SGPay"
"10809","Ethereum","SGPay"
"10810","Token","FTEC"
"10811","AI","FTEC"
"10812","Sponsored","FTEC"
"10813","Ethereum","FTEC"
"10814","Token","Mandala"
"10815","Ethereum","Mandala"
"10816","Token","SpringRole"
"10817","Social","SpringRole"
"10818","Ethereum","SpringRole"
"10819","Transportation","EMINENT"
"10820","Token","EMINENT"
"10821","Social","EMINENT"
"10822","Ethereum","EMINENT"
"10823","Token","DEXA COIN"
"10824","Ethereum","DEXA COIN"
"10825","Token","Circle"
"10826","Gaming","Circle"
"10827","Ethereum","Circle"
"10828","Token","FuturXe"
"10829","Inactive","FuturXe"
"10830","Ethereum","FuturXe"
"10831","Token","Kryptopy"
"10832","Social","Kryptopy"
"10833","Ethereum","Kryptopy"
"10834","Token","Modum"
"10835","Inactive","Modum"
"10836","Ethereum","Modum"
"10837","Token","Masternet"
"10838","Business Service","Masternet"
"10839","Ethereum","Masternet"
"10840","Token","Digital Asset Guarantee Token"
"10841","Ethereum","Digital Asset Guarantee Token"
"10842","Token","Snetwork"
"10843","Computing","Snetwork"
"10844","Ethereum","Snetwork"
"10845","Token","Livepeer"
"10846","Entertainment","Livepeer"
"10847","Ethereum","Livepeer"
"10848","Token","UGAS"
"10849","Ethereum","UGAS"
"10850","Token","Kuverit"
"10851","Ethereum","Kuverit"
"10852","Token","Unikoin Gold"
"10853","Gaming","Unikoin Gold"
"10854","Gambling","Unikoin Gold"
"10855","Ethereum","Unikoin Gold"
"10856","Token","Pulsar"
"10857","Ethereum","Pulsar"
"10858","Token","More Coin"
"10859","Entertainment","More Coin"
"10860","Business Service","More Coin"
"10861","Ethereum","More Coin"
"10862","Token","Zuflo Coin"
"10863","AI","Zuflo Coin"
"10864","Ethereum","Zuflo Coin"
"10865","Token","MeeTip"
"10866","Social","MeeTip"
"10867","Ethereum","MeeTip"
"10868","Token","Lympo"
"10869","Healthcare","Lympo"
"10870","Ethereum","Lympo"
"10871","Token","Velix.ID"
"10872","Identity","Velix.ID"
"10873","Ethereum","Velix.ID"
"10874","Token","Elcoin"
"10875","Inactive","Elcoin"
"10876","Ethereum","Elcoin"
"10877","Token","Paysura"
"10878","Ethereum","Paysura"
"10879","Token","Noah Coin"
"10880","Inactive","Noah Coin"
"10881","Ethereum","Noah Coin"
"10882","Token","Bispex"
"10883","Prediction","Bispex"
"10884","Ethereum","Bispex"
"10885","Token","ICOS"
"10886","Ethereum","ICOS"
"10887","Token","ThingsOperatingSystem"
"10888","IoT","ThingsOperatingSystem"
"10889","Ethereum","ThingsOperatingSystem"
"10890","Token","Adbank"
"10891","Advertising","Adbank"
"10892","Ethereum","Adbank"
"10893","Token","The Midas Touch Gold"
"10894","Marketplace","The Midas Touch Gold"
"10895","Ethereum","The Midas Touch Gold"
"10896","Token","Alpha Token"
"10897","Ethereum","Alpha Token"
"10898","Token","AERUM"
"10899","Inactive","AERUM"
"10900","Business Service","AERUM"
"10901","Ethereum","AERUM"
"10902","Token","STK"
"10903","Inactive","STK"
"10904","Ethereum","STK"
"10905","Token","Dragonglass"
"10906","Gaming","Dragonglass"
"10907","Ethereum","Dragonglass"
"10908","Token","MidasProtocol"
"10909","Ethereum","MidasProtocol"
"10910","Token","Iryo"
"10911","Healthcare","Iryo"
"10912","Ethereum","Iryo"
"10913","Token","Global Risk Exchange"
"10914","Business Service","Global Risk Exchange"
"10915","Sponsored","Global Risk Exchange"
"10916","Ethereum","Global Risk Exchange"
"10917","Token","BIZKEY"
"10918","Marketplace","BIZKEY"
"10919","Business Service","BIZKEY"
"10920","Ethereum","BIZKEY"
"10921","Token","Sintez"
"10922","Ethereum","Sintez"
"10923","Token","ChatCoin"
"10924","Social","ChatCoin"
"10925","Ethereum","ChatCoin"
"10926","Token","Linker Coin"
"10927","Ethereum","Linker Coin"
"10928","Token","ARTIS"
"10929","Business Service","ARTIS"
"10930","Ethereum","ARTIS"
"10931","Token","TRONCLASSIC"
"10932","Marketplace","TRONCLASSIC"
"10933","Inactive","TRONCLASSIC"
"10934","Ethereum","TRONCLASSIC"
"10935","Token","Demeter Chain"
"10936","IoT","Demeter Chain"
"10937","Inactive","Demeter Chain"
"10938","Business Service","Demeter Chain"
"10939","Agriculture","Demeter Chain"
"10940","Ethereum","Demeter Chain"
"10941","Token","TrustedHealth"
"10942","Healthcare","TrustedHealth"
"10943","Ethereum","TrustedHealth"
"10944","Token","AmonD"
"10945","Advertising","AmonD"
"10946","Ethereum","AmonD"
"10947","Token","VERA"
"10948","Exchange","VERA"
"10949","Ethereum","VERA"
"10950","Token","Tweebaa"
"10951","Social","Tweebaa"
"10952","eCommerce","Tweebaa"
"10953","Business Service","Tweebaa"
"10954","Ethereum","Tweebaa"
"10955","Token","Bitclave"
"10956","Inactive","Bitclave"
"10957","Ethereum","Bitclave"
"10958","Token","ConnectJob"
"10959","Social","ConnectJob"
"10960","Marketplace","ConnectJob"
"10961","Ethereum","ConnectJob"
"10962","Token","CoinFi"
"10963","Marketplace","CoinFi"
"10964","Ethereum","CoinFi"
"10965","Token","Nimfamoney"
"10966","Inactive","Nimfamoney"
"10967","Ethereum","Nimfamoney"
"10968","Token","Scry.info"
"10969","Ethereum","Scry.info"
"10970","Travel","TravelBlock"
"10971","Token","TravelBlock"
"10972","Ethereum","TravelBlock"
"10973","Token","Hive Project"
"10974","Inactive","Hive Project"
"10975","Ethereum","Hive Project"
"10976","Token","Apollo Septem"
"10977","Ethereum","Apollo Septem"
"10978","Token","Bitex Global XBX Coin"
"10979","Exchange","Bitex Global XBX Coin"
"10980","Ethereum","Bitex Global XBX Coin"
"10981","Token","Silverway"
"10982","Ethereum","Silverway"
"10983","Token","Genaro Network"
"10984","Storage","Genaro Network"
"10985","Ethereum","Genaro Network"
"10986","Token","DIPNET"
"10987","Manufacturing","DIPNET"
"10988","Inactive","DIPNET"
"10989","Entertainment","DIPNET"
"10990","Ethereum","DIPNET"
"10991","Token","Sonder"
"10992","eCommerce","Sonder"
"10993","Ethereum","Sonder"
"10994","Token","Flowchain"
"10995","IoT","Flowchain"
"10996","Inactive","Flowchain"
"10997","Ethereum","Flowchain"
"10998","Token","Constant"
"10999","Stablecoin","Constant"
"11000","Inactive","Constant"
"11001","Ethereum","Constant"
"11002","Token","Bountie"
"11003","Gaming","Bountie"
"11004","Ethereum","Bountie"
"11005","Token","Swapcoinz"
"11006","Gaming","Swapcoinz"
"11007","Ethereum","Swapcoinz"
"11008","Marketplace","PayPro"
"11009","Ethereum","PayPro"
"11010","Token","Wys Token"
"11011","Inactive","Wys Token"
"11012","eCommerce","Wys Token"
"11013","Ethereum","Wys Token"
"11014","Token","Lescovex"
"11015","Exchange","Lescovex"
"11016","Ethereum","Lescovex"
"11017","Token","Krosscoin"
"11018","Ethereum","Krosscoin"
"11019","Token","CyberVein"
"11020","Ethereum","CyberVein"
"11021","Transportation","Volt"
"11022","Token","Volt"
"11023","Business Service","Volt"
"11024","Ethereum","Volt"
"11025","Token","DAD"
"11026","Advertising","DAD"
"11027","Ethereum","DAD"
"11028","Token","Joint Ventures"
"11029","Media","Joint Ventures"
"11030","Ethereum","Joint Ventures"
"11031","Token","REME-Coin"
"11032","eCommerce","REME-Coin"
"11033","Sponsored","REME-Coin"
"11034","Ethereum","REME-Coin"
"11035","Token","Skraps"
"11036","Ethereum","Skraps"
"11037","Token","CoinUs"
"11038","Inactive","CoinUs"
"11039","Business Service","CoinUs"
"11040","Ethereum","CoinUs"
"11041","Token","EveryCoin"
"11042","Ethereum","EveryCoin"
"11043","Token","Bonpay"
"11044","Debit Card","Bonpay"
"11045","Ethereum","Bonpay"
"11046","Token","MobileBridge Momentum"
"11047","eCommerce","MobileBridge Momentum"
"11048","Advertising","MobileBridge Momentum"
"11049","Ethereum","MobileBridge Momentum"
"11050","Token","QuickX Protocol"
"11051","Ethereum","QuickX Protocol"
"11052","Token","Bancacy"
"11053","Inactive","Bancacy"
"11054","Ethereum","Bancacy"
"11055","Token","BFFDoom"
"11056","Inactive","BFFDoom"
"11057","Ethereum","BFFDoom"
"11058","Token","Cajutel"
"11059","Communication","Cajutel"
"11060","Ethereum","Cajutel"
"11061","Token","Banana Token"
"11062","Inactive","Banana Token"
"11063","Business Service","Banana Token"
"11064","Ethereum","Banana Token"
"11065","Token","Reporter Community"
"11066","Media","Reporter Community"
"11067","Ethereum","Reporter Community"
"11068","Token","Azbit"
"11069","Ethereum","Azbit"
"11070","Token","Smart Containers"
"11071","IoT","Smart Containers"
"11072","Business Service","Smart Containers"
"11073","Ethereum","Smart Containers"
"11074","Token","INLOCK"
"11075","Inactive","INLOCK"
"11076","Ethereum","INLOCK"
"11077","Token","1AI Token"
"11078","Marketplace","1AI Token"
"11079","Inactive","1AI Token"
"11080","AI","1AI Token"
"11081","Ethereum","1AI Token"
"11082","Token","Bibox Token"
"11083","Ethereum","Bibox Token"
"11084","Token","TradePlayz"
"11085","Gaming","TradePlayz"
"11086","Ethereum","TradePlayz"
"11087","Token","Ganja Token"
"11088","Marketplace","Ganja Token"
"11089","Cannabis","Ganja Token"
"11090","Sponsored","Ganja Token"
"11091","Ethereum","Ganja Token"
"11092","Token","CryptoBossCoin"
"11093","Inactive","CryptoBossCoin"
"11094","Gaming","CryptoBossCoin"
"11095","Ethereum","CryptoBossCoin"
"11096","Token","Asac Coin"
"11097","Business Service","Asac Coin"
"11098","Ethereum","Asac Coin"
"11099","Token","Autonio"
"11100","Ethereum","Autonio"
"11101","Token","GoldUnionCoin"
"11102","Inactive","GoldUnionCoin"
"11103","Ethereum","GoldUnionCoin"
"11104","Token","Terawatt"
"11105","Energy","Terawatt"
"11106","Ethereum","Terawatt"
"11107","Token","LALA World"
"11108","Ethereum","LALA World"
"11109","Token","RRCoin"
"11110","Inactive","RRCoin"
"11111","Computing","RRCoin"
"11112","Ethereum","RRCoin"
"11113","Token","Invictus Hyperion Fund"
"11114","Crowdfunding","Invictus Hyperion Fund"
"11115","Business Service","Invictus Hyperion Fund"
"11116","Ethereum","Invictus Hyperion Fund"
"11117","Token","Ifoods Chain"
"11118","Inactive","Ifoods Chain"
"11119","Agriculture","Ifoods Chain"
"11120","Ethereum","Ifoods Chain"
"11121","Token","Humanscape"
"11122","Healthcare","Humanscape"
"11123","Ethereum","Humanscape"
"11124","Token","Bilaxy Token"
"11125","Exchange","Bilaxy Token"
"11126","Ethereum","Bilaxy Token"
"11127","Token","BitKAM"
"11128","Inactive","BitKAM"
"11129","Exchange","BitKAM"
"11130","Business Service","BitKAM"
"11131","Ethereum","BitKAM"
"11132","Token","Dalecoin"
"11133","Ethereum","Dalecoin"
"11134","Token","Alehub"
"11135","Business Service","Alehub"
"11136","Ethereum","Alehub"
"11137","Token","Pool of Stake"
"11138","Ethereum","Pool of Stake"
"11139","Token","Artemine"
"11140","Ethereum","Artemine"
"11141","Token","DPRating"
"11142","Business Service","DPRating"
"11143","Ethereum","DPRating"
"11144","Token","XRT Token"
"11145","Inactive","XRT Token"
"11146","Business Service","XRT Token"
"11147","Agriculture","XRT Token"
"11148","Ethereum","XRT Token"
"11149","Token","Ethereum Movie Venture"
"11150","Inactive","Ethereum Movie Venture"
"11151","Entertainment","Ethereum Movie Venture"
"11152","Ethereum","Ethereum Movie Venture"
"11153","Token","CookUp"
"11154","Social","CookUp"
"11155","Ethereum","CookUp"
"11156","Travel","Smart Trip Platform"
"11157","Token","Smart Trip Platform"
"11158","Ethereum","Smart Trip Platform"
"11159","Token","LendConnect"
"11160","Ethereum","LendConnect"
"11161","Marketplace","R_Block"
"11162","Ethereum","R_Block"
"11163","Token","Bezant"
"11164","Marketplace","Bezant"
"11165","eCommerce","Bezant"
"11166","Ethereum","Bezant"
"11167","Token","Business Credit Substitute"
"11168","Business Service","Business Credit Substitute"
"11169","Ethereum","Business Credit Substitute"
"11170","Token","Everus"
"11171","Ethereum","Everus"
"11172","Token","Talenthon"
"11173","Education","Talenthon"
"11174","Business Service","Talenthon"
"11175","Ethereum","Talenthon"
"11176","Token","InterValue"
"11177","Ethereum","InterValue"
"11178","Token","Innovative Bioresearch Coin"
"11179","Healthcare","Innovative Bioresearch Coin"
"11180","Ethereum","Innovative Bioresearch Coin"
"11181","Token","Mozo Token"
"11182","Inactive","Mozo Token"
"11183","Business Service","Mozo Token"
"11184","Ethereum","Mozo Token"
"11185","Token","Cruisebit"
